right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,left href 3,right 25,right 26
436,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,33-296,1990,5.0,382,0,13,61,189,132,5,2,0,0.0,382,50.0,201,1,606,269,2,0,6,2,263,27,https://fbref.com/en/players/21512407/matchlogs/2024/possession/Kieran-Trippier-Match-Logs,,
437,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,29-220,1994,1.9,90,0,13,36,44,8,90,3,0,,1,,63,33.3,297,141,5,0.0,5,3,72,4,https://fbref.com/en/players/38ceb24a/matchlogs/2024/possession/Leandro-Trossard-Match-Logs,3,8
438,Anatolii Trubin,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-345,2001,2.0,76,0,67,76,76,215,150,47,0,0,0,,40,0,0,0,,0,,0,,0,https://fbref.com/en/players/41f0b196/matchlogs/2024/possession/Anatolii-Trubin-Match-Logs,0,0
439,Heorhii Tsitaishvili,https://fbref.com/en/players/69986380/Heorhii-Tsitaishvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-236,2000,2.1,91,0,5,27,36,29,4,6,15,3,91,,58,2,33.3,3,50.0,,365,164,62,5,https://fbref.com/en/players/69986380/matchlogs/2024/possession/Heorhii-Tsitaishvili-Match-Logs,4,1
440,Viktor Tsyhankov,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,26-239,1997,0.7,42,0,1,15,26,4,42,1,0,0.0,1,100.0,29,166,45,2,3,0,2,6,32,,https://fbref.com/en/players/f7e87032/matchlogs/2024/possession/Viktor-Tsyhankov-Match-Logs,,0
441,Ľubomír Tupta,https://fbref.com/en/players/b02af64f/Lubomir-Tupta,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-106,1998,0.1,5,0,1,4,5,29,1,4,0,0,0,,4,0,0,0,,0,,0,,0,https://fbref.com/en/players/b02af64f/matchlogs/2024/possession/Lubomir-Tupta-Match-Logs,0,0
442,Oleksandr Tymchyk,https://fbref.com/en/players/3b996663/Oleksandr-Tymchyk,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-173,1997,2.2,109,0,5,35,48,27,2,46,0,0,109,,43,240,136,5,4,0,4,1,,11,https://fbref.com/en/players/3b996663/matchlogs/2024/possession/Oleksandr-Tymchyk-Match-Logs,,
443,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-358,1996,0.1,3,0,2,1,3,4,0,2,0,0,0,,2,0,0,0,,0,,0,,0,https://fbref.com/en/players/dd549382/matchlogs/2024/possession/Deniz-Undav-Match-Logs,0,0
444,Dayot Upamecano,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-258,1998,6.3,421,0,32,176,226,22,9,1,0,0.0,421,100.0,311,1,1657,1019,3,,3,4,306,1,https://fbref.com/en/players/d248cd8f/matchlogs/2024/possession/Dayot-Upamecano-Match-Logs,2,
445,Kacper Urbanski,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,"FW,MF",pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,19-308,2004,1.6,67,0,3,16,35,19,2,5,4,3,67,,39,3,60.0,2,40.0,,300,141,50,4,https://fbref.com/en/players/2d9d9e42/matchlogs/2024/possession/Kacper-Urbanski-Match-Logs,3,4
446,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-003,1991,6.0,452,0,79,242,199,12,6,270,0,0,452,,309,1003,460,2,1,0,,,,0,https://fbref.com/en/players/e06683ca/matchlogs/2024/possession/Virgil-van-Dijk-Match-Logs,0,0
447,Vladyslav Vanat,https://fbref.com/en/players/7287ea6b/Vladyslav-Vanat,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-189,2002,0.2,4,0,1,3,4,11,2,3,0,0,2,,4,0,0,0,,0,,0,,0,https://fbref.com/en/players/7287ea6b/matchlogs/2024/possession/Vladyslav-Vanat-Match-Logs,0,0
448,Barnabás Varga,https://fbref.com/en/players/078a52fe/Barnabas-Varga,FW,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-168,1994,2.8,84,0,8,14,46,25,9,1,0,0.0,84,100.0,43,1,182,38,1,,3,5,53,2,https://fbref.com/en/players/078a52fe/matchlogs/2024/possession/Barnabas-Varga-Match-Logs,11,
449,Ruben Vargas,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,25-341,1998,3.4,161,21,3,18,47,96,14,6,6,7,161,,101,1,16.7,3,50.0,,554,260,108,13,https://fbref.com/en/players/6ecbddf6/matchlogs/2024/possession/Ruben-Vargas-Match-Logs,2,8
450,Denis Vavro,https://fbref.com/en/players/08990838/Denis-Vavro,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-092,1996,4.3,300,0,32,133,152,18,4,1,0,0.0,300,0.0,197,1075,656,1,6,0,2,2,212,,https://fbref.com/en/players/08990838/matchlogs/2024/possession/Denis-Vavro-Match-Logs,,0
451,Joey Veerman,https://fbref.com/en/players/18fae4ac/Joey-Veerman,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-235,1998,2.3,187,0,2,31,107,49,2,3,1,1,187,,116,1,33.3,1,33.3,,403,125,138,1,https://fbref.com/en/players/18fae4ac/matchlogs/2024/possession/Joey-Veerman-Match-Logs,2,5
452,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-289,1995,3.0,240,0,10,83,150,8,240,193,0,0,882,,193,510,5,1,2,0,3,,,,https://fbref.com/en/players/a5ae8f8e/matchlogs/2024/possession/Milos-Veljkovic-Match-Logs,0,0
453,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-083,2001,0.8,53,0,2,17,23,13,1,2,0,,53,50.0,26,1,1,114,66,0,1,1,29,2,https://fbref.com/en/players/8fe2a392/matchlogs/2024/possession/Micky-van-de-Ven-Match-Logs,,
454,Benjamin Verbič,https://fbref.com/en/players/2ebc1b44/Benjamin-Verbic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-227,1993,0.8,25,0,1,6,9,11,3,4,0,3,25,,12,2,50.0,2,50.0,,83,60,15,2,https://fbref.com/en/players/2ebc1b44/matchlogs/2024/possession/Benjamin-Verbic-Match-Logs,2,1
455,Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen,GK,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-328,2002,6.0,225,0,179,222,3,225,641,150,0,0,374,,137,0,0,0,,0,,0,,0,https://fbref.com/en/players/cf134113/matchlogs/2024/possession/Bart-Verbruggen-Match-Logs,0,0
456,Jan Vertonghen,https://fbref.com/en/players/ba23a904/Jan-Vertonghen,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,37-078,1987,3.0,233,0,52,143,89,1,1,180,0,0,233,,192,592,181,3,1,0,1,,,,https://fbref.com/en/players/ba23a904/matchlogs/2024/possession/Jan-Vertonghen-Match-Logs,0,0
457,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,31-343,1992,4.0,297,0,37,120,171,7,6,205,0,0,297,,218,877,535,1,1,0,2,,,,https://fbref.com/en/players/1900032e/matchlogs/2024/possession/Jannik-Vestergaard-Match-Logs,0,0
458,Žan Vipotnik,https://fbref.com/en/players/15aa23ee/Zan-Vipotnik,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,22-115,2002,0.2,5,0,1,2,3,5,37,3,0,0,1,,5,1,1,0,,0,,0,,0,https://fbref.com/en/players/15aa23ee/matchlogs/2024/possession/Zan-Vipotnik-Match-Logs,0,0
459,Vitinha,https://fbref.com/en/players/3b029691/Vitinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-149,2000,4.0,349,9,4,43,213,97,7,4,1,4,349,,261,3,75.0,1,25.0,,1262,648,280,7,https://fbref.com/en/players/3b029691/matchlogs/2024/possession/Vitinha-Match-Logs,12,1
460,Daniel Vivian,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-362,1999,1.4,125,0,10,47,74,5,1,1,0,0.0,125,100.0,89,1,537,383,1,0,1,,91,,https://fbref.com/en/players/ab7bf91d/matchlogs/2024/possession/Daniel-Vivian-Match-Logs,0,0
461,Dušan Vlahović,https://fbref.com/en/players/79443529/Dusan-Vlahovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,24-165,2000,2.0,46,0,5,15,26,7,46,2,0,0.0,2,100.0,30,144,40,1,1,,1,4,29,7,https://fbref.com/en/players/79443529/matchlogs/2024/possession/Dusan-Vlahovic-Match-Logs,8,
462,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,32-157,1992,6.0,465,0,28,195,251,19,5,1,0,0.0,465,100.0,309,1,1469,926,2,0,4,4,348,2,https://fbref.com/en/players/d0d8dd44/matchlogs/2024/possession/Stefan-de-Vrij-Match-Logs,,
463,Kyle Walker,https://fbref.com/en/players/86dd77d1/Kyle-Walker,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,34-044,1990,6.7,547,0,13,119,330,100,5,6,23,5,547,,326,3,50.0,2,33.3,,1600,739,405,14,https://fbref.com/en/players/86dd77d1/matchlogs/2024/possession/Kyle-Walker-Match-Logs,5,2
464,Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-194,1995,0.4,9,0,1,8,2,9,1,1,0,0.0,22,100.0,4,2,3,2,,0,,0,7,0,https://fbref.com/en/players/aed3a70f/matchlogs/2024/possession/Ollie-Watkins-Match-Logs,0,0
465,Wout Weghorst,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,31-339,1992,1.5,51,0,3,5,30,17,7,4,0.0,,51,,23,4,100.0,82,10,0,2,2,41,8,https://fbref.com/en/players/c4e87b8b/matchlogs/2024/possession/Wout-Weghorst-Match-Logs,0,0
466,Andreas Weimann,https://fbref.com/en/players/5996ffd9/Andreas-Weimann,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-341,1991,1,1,0.0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,0,https://fbref.com/en/players/5996ffd9/matchlogs/2024/possession/Andreas-Weimann-Match-Logs,0,0
467,Silvan Widmer,https://fbref.com/en/players/f68b64fc/Silvan-Widmer,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-128,1993,3.3,159,0,10,46,66,47,8,2,0,0.0,159,100.0,62,2,241,88,2,,1,3,79,2,https://fbref.com/en/players/f68b64fc/matchlogs/2024/possession/Silvan-Widmer-Match-Logs,15,
468,Georginio Wijnaldum,https://fbref.com/en/players/eb58eef0/Georginio-Wijnaldum,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-243,1990,0.8,17,0,5,7,5,17,38,9,0,0,7,,11,1,1,0,,0,,0,,0,https://fbref.com/en/players/eb58eef0/matchlogs/2024/possession/Georginio-Wijnaldum-Match-Logs,0,0
469,Nico Williams,https://fbref.com/en/players/afdc14d7/Nico-Williams,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-365,2002,4.5,219,0,11,44,169,23,219,32,59,10,12,,147,37.5,19,59.4,1014,,631,24,166,11,https://fbref.com/en/players/afdc14d7/matchlogs/2024/possession/Nico-Williams-Match-Logs,8,6
470,Patrick Wimmer,https://fbref.com/en/players/cb11b429/Patrick-Wimmer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-042,2001,1.5,66,0,3,5,34,30,2,6,10,4,66,,44,2,33.3,4,66.7,,228,121,41,5,https://fbref.com/en/players/cb11b429/matchlogs/2024/possession/Patrick-Wimmer-Match-Logs,3,1
471,Jonas Wind,https://fbref.com/en/players/2077ae86/Jonas-Wind,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-155,1999,2.1,92,0,1,48,43,14,92,3,0,,2,,69,66.7,182,84,1,0.0,3,3,81,21,https://fbref.com/en/players/2077ae86/matchlogs/2024/possession/Jonas-Wind-Match-Logs,0,0
472,Florian Wirtz,https://fbref.com/en/players/e7fcf289/Florian-Wirtz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-069,2003,3.1,221,34,1,18,95,113,12,12,4,5,221,,142,9,75.0,3,25.0,,996,483,176,17,https://fbref.com/en/players/e7fcf289/matchlogs/2024/possession/Florian-Wirtz-Match-Logs,13,4
473,Maximilian Wöber,https://fbref.com/en/players/4b803b3c/Maximilian-Wober,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,26-158,1998,1.9,139,0,9,53,72,14,2,102,0,0,139,,96,588,357,2,4,0,3,2,,,https://fbref.com/en/players/4b803b3c/matchlogs/2024/possession/Maximilian-Wober-Match-Logs,,0
474,Granit Xhaka,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-288,1992,5.3,445,7,27,116,251,79,5,4,2,3,445,,295,2,50.0,1,25.0,,1203,671,335,8,https://fbref.com/en/players/e61b8aee/matchlogs/2024/possession/Granit-Xhaka-Match-Logs,11,1
475,Lamine Yamal,https://fbref.com/en/players/82ec26c1/Lamine-Yamal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,16-364,2007,4.6,238,35,2,17,58,167,27,31,6,9,238,,158,12,38.7,16,51.6,,1193,646,173,29,https://fbref.com/en/players/82ec26c1/matchlogs/2024/possession/Lamine-Yamal-Match-Logs,11,10
476,Roman Yaremchuk,https://fbref.com/en/players/cb641b9d/Roman-Yaremchuk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-227,1995,1.3,43,0,1,3,19,21,7,2,0,0.0,43,100.0,33,2,208,89,3,,2,5,38,1,https://fbref.com/en/players/cb641b9d/matchlogs/2024/possession/Roman-Yaremchuk-Match-Logs,11,
477,Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-262,1989,1.2,58,0,7,22,29,4,58,1,0,0.0,190,0.0,35,129,4,3,11,0,,,40,0,https://fbref.com/en/players/849c826a/matchlogs/2024/possession/Andriy-Yarmolenko-Match-Logs,0,0
478,Yusuf Yazıcı,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici,"MF,FW",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,27-164,1997,0.6,26,0,4,12,10,2,26,1,0,0.0,1,100.0,16,60,35,1,3,0,2,,20,,https://fbref.com/en/players/f5c8b425/matchlogs/2024/possession/Yusuf-Yazici-Match-Logs,0,0
479,Kenan Yıldız,https://fbref.com/en/players/d8cda243/Kenan-Yildiz,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-068,2005,3.8,151,23,1,15,54,85,13,14,1,8,151,,91,6,42.9,7,50.0,,580,309,124,12,https://fbref.com/en/players/d8cda243/matchlogs/2024/possession/Kenan-Yildiz-Match-Logs,7,5
480,Okay Yokuşlu,https://fbref.com/en/players/e49ce451/Okay-Yokuslu,"MF,DF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-124,1994,0.6,41,0,4,13,26,3,41,19,0,0,134,,21,59,1,1,,0,,0,,0,https://fbref.com/en/players/e49ce451/matchlogs/2024/possession/Okay-Yokuslu-Match-Logs,0,0
481,İsmail Yüksek,https://fbref.com/en/players/6c5af908/Ismail-Yuksek,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-167,1999,1.7,120,0,8,30,74,18,120,63,0,0,278,,78,123,2,3,1,0,2,,,,https://fbref.com/en/players/6c5af908/matchlogs/2024/possession/Ismail-Yuksek-Match-Logs,0,0
482,Illia Zabarnyi,https://fbref.com/en/players/88968486/Illia-Zabarnyi,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,3.0,221,0,21,116,104,3,221,1,0,0.0,1,100.0,159,1005,719,2,5,0,1,,167,,https://fbref.com/en/players/88968486/matchlogs/2024/possession/Illia-Zabarnyi-Match-Logs,0,0
483,Mattia Zaccagni,https://fbref.com/en/players/d85c238b/Mattia-Zaccagni,"MF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,29-025,1995,0.9,49,0,1,6,12,31,3,6,0,14,49,,33,3,50.0,2,33.3,,201,88,32,2,https://fbref.com/en/players/d85c238b/matchlogs/2024/possession/Mattia-Zaccagni-Match-Logs,2,1
484,Denis Zakaria,https://fbref.com/en/players/384d58d9/Denis-Zakaria,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-234,1996,0.3,10,0,2,5,3,1,10,4,0,0,12,,7,10,0,0,,0,,0,,0,https://fbref.com/en/players/384d58d9/matchlogs/2024/possession/Denis-Zakaria-Match-Logs,0,0
485,Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,22-170,2002,2.7,128,9,7,34,55,44,3,12,1,2,128,,67,6,50.0,4,33.3,,627,367,80,11,https://fbref.com/en/players/45191c29/matchlogs/2024/possession/Nicola-Zalewski-Match-Logs,4,2
486,Piotr Zieliński,https://fbref.com/en/players/a5296e55/Piotr-Zielinski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,30-052,1994,2.8,171,11,2,39,78,56,2,7,2,1,171,,104,3,42.9,3,42.9,,862,500,125,16,https://fbref.com/en/players/a5296e55/matchlogs/2024/possession/Piotr-Zielinski-Match-Logs,11,1
487,Oleksandr Zinchenko,https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-209,1996,2.4,179,0,8,58,89,35,179,1,0,0.0,1,100.0,111,463,260,3,5,0,1,1,117,6,https://fbref.com/en/players/51cf8561/matchlogs/2024/possession/Oleksandr-Zinchenko-Match-Logs,,
488,Joshua Zirkzee,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee,"FW,DF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-050,2001,0.1,4,0,1,2,2,4,14,2,0,0,2,,2,1,1,2,,0,,0,,0,https://fbref.com/en/players/028e70b9/matchlogs/2024/possession/Joshua-Zirkzee-Match-Logs,0,0
489,Andrija Živković,https://fbref.com/en/players/321f83a2/Andrija-Zivkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-000,1996,2.7,160,16,4,38,66,57,2,5,1,2,160,,110,2,40.0,3,60.0,,595,283,109,8,https://fbref.com/en/players/321f83a2/matchlogs/2024/possession/Andrija-Zivkovic-Match-Logs,5,1
490,Budu Zivzivadze,https://fbref.com/en/players/e3a72b89/Budu-Zivzivadze,"FW,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-123,1994,0.2,5,0,3,2,2,5,10,5,0,0,6,,5,1,1,0,,0,,0,,0,https://fbref.com/en/players/e3a72b89/matchlogs/2024/possession/Budu-Zivzivadze-Match-Logs,0,0
491,Steven Zuber,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-329,1991,0.9,41,0,8,13,20,2,41,1,0,0.0,1,100.0,30,96,35,2,2,0,7,,35,,https://fbref.com/en/players/b6a6e0a7/matchlogs/2024/possession/Steven-Zuber-Match-Logs,0,0
492,Martín Zubimendi,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,25-160,1999,1.1,97,0,2,22,56,19,97,55,0,0,309,,75,150,2,3,1,0,,,,0,https://fbref.com/en/players/3ee0dd59/matchlogs/2024/possession/Martin-Zubimendi-Match-Logs,0,0
493,Oleksandr Zubkov,https://fbref.com/en/players/adfbe1f5/Oleksandr-Zubkov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-343,1996,0.3,12,0,1,2,4,6,2,5,0,0,12,,6,12,2,1,,0,,0,,0,https://fbref.com/en/players/adfbe1f5/matchlogs/2024/possession/Oleksandr-Zubkov-Match-Logs,0,0
