right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,left href 3,right 25,right 26
144,Lutsharel Geertruida,https://fbref.com/en/players/242e1043/Lutsharel-Geertruida,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-359,2000,1.2,90,0,1,29,50,12,90,2,0,0.0,2,100.0,61,239,55,1,1,0,2,,67,,https://fbref.com/en/players/242e1043/matchlogs/2024/possession/Lutsharel-Geertruida-Match-Logs,0,0
145,Billy Gilmour,https://fbref.com/en/players/df10e27c/Billy-Gilmour,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,23-030,2001,2.0,129,0,3,28,80,21,2,5,3,3,129,,88,2,40.0,1,20.0,,443,180,97,3,https://fbref.com/en/players/df10e27c/matchlogs/2024/possession/Billy-Gilmour-Match-Logs,6,1
146,Olivier Giroud,https://fbref.com/en/players/16ceb862/Olivier-Giroud,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,37-285,1986,0.7,20,0,1,1,4,15,8,6,0,0,20,,13,5,3,2,1,0,5,,,,https://fbref.com/en/players/16ceb862/matchlogs/2024/possession/Olivier-Giroud-Match-Logs,0,0
147,Klaus Gjasula,https://fbref.com/en/players/431c837b/Klaus-Gjasula,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,34-210,1989,0.2,17,0,2,5,7,5,1,1,0,0.0,17,100.0,4,1,8,1,,0,,0,9,0,https://fbref.com/en/players/431c837b/matchlogs/2024/possession/Klaus-Gjasula-Match-Logs,0,0
148,Adam Gnezda Čerin,https://fbref.com/en/players/fe192f45/Adam-Gnezda-Cerin,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,24-361,1999,4.3,204,0,13,50,117,41,2,2,0,0.0,204,100.0,90,2,531,248,4,,4,4,117,2,https://fbref.com/en/players/fe192f45/matchlogs/2024/possession/Adam-Gnezda-Cerin-Match-Logs,5,
149,Anthony Gordon,https://fbref.com/en/players/2bd83368/Anthony-Gordon,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-138,2001,3,4,0.0,1,4,40,13,1,3,0,0,1,,3,0,0,0,,0,,0,,0,https://fbref.com/en/players/2bd83368/matchlogs/2024/possession/Anthony-Gordon-Match-Logs,0,0
150,Jon Gorenc Stanković,https://fbref.com/en/players/9c74fa25/Jon-Gorenc-Stankovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-179,1996,1.0,30,0,5,8,18,4,30,8,0,0,15,,15,9,1,1,,0,,0,,0,https://fbref.com/en/players/9c74fa25/matchlogs/2024/possession/Jon-Gorenc-Stankovic-Match-Logs,0,0
151,Michael Gregoritsch,https://fbref.com/en/players/8e235926/Michael-Gregoritsch,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-084,1994,1.4,42,0,20,22,8,42,1,1,0,0.0,124,100.0,30,17,1,1,1,0,9,,36,,https://fbref.com/en/players/8e235926/matchlogs/2024/possession/Michael-Gregoritsch-Match-Logs,0,0
152,Antoine Griezmann,https://fbref.com/en/players/df69b544/Antoine-Griezmann,"MF,FW",fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-112,1991,4.4,234,0,3,24,88,124,16,2,,0.0,234,100.0,154,2,566,312,7,,3,2,163,7,https://fbref.com/en/players/df69b544/matchlogs/2024/possession/Antoine-Griezmann-Match-Logs,5,23
153,Florian Grillitsch,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch,MF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-339,1995,2.2,182,0,24,107,52,2,182,2,0,0.0,694,0.0,137,395,5,4,1,0,2,3,139,,https://fbref.com/en/players/ffbbc83b/matchlogs/2024/possession/Florian-Grillitsch-Match-Logs,,0
154,Álex Grimaldo,https://fbref.com/en/players/b1f4086c/Alex-Grimaldo,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-295,1995,1.3,113,0,3,17,48,48,2,3,13,1,113,,72,1,33.3,2,66.7,,349,178,82,4,https://fbref.com/en/players/b1f4086c/matchlogs/2024/possession/Alex-Grimaldo-Match-Logs,3,2
155,Pascal Groß,https://fbref.com/en/players/8aec0537/Pascal-Gross,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-026,1991,0.5,73,0,2,43,28,73,184,37,0,0,101,,66,3,2,0,,0,,0,,0,https://fbref.com/en/players/8aec0537/matchlogs/2024/possession/Pascal-Gross-Match-Logs,0,0
156,Kamil Grosicki,https://fbref.com/en/players/81d8091f/Kamil-Grosicki,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,36-033,1988,0.2,8,0,5,3,1,8,3,4,0,0,1,,5,1,0,0,,0,,0,,0,https://fbref.com/en/players/81d8091f/matchlogs/2024/possession/Kamil-Grosicki-Match-Logs,0,0
157,Nemanja Gudelj,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-238,1991,1.0,68,0,1,25,41,2,68,1,0,0.0,1,100.0,51,291,168,1,,0,,0,56,0,https://fbref.com/en/players/0076ab7f/matchlogs/2024/possession/Nemanja-Gudelj-Match-Logs,0,0
158,Marc Guéhi,https://fbref.com/en/players/d0706b27/Marc-Guehi,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-364,2000,5.3,453,0,21,170,270,16,5,1,0,0.0,453,100.0,293,1,1347,709,3,0,4,2,356,1,https://fbref.com/en/players/d0706b27/matchlogs/2024/possession/Marc-Guehi-Match-Logs,,
159,Péter Gulácsi,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,GK,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-066,1990,3.0,107,0,99,105,2,107,302,72,0,0,83,,52,0,0,0,,0,,0,,0,https://fbref.com/en/players/bcb2ccd8/matchlogs/2024/possession/Peter-Gulacsi-Match-Logs,0,0
160,Arda Güler,https://fbref.com/en/players/3741ca58/Arda-Guler,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-137,2005,3.8,239,18,1,27,120,95,12,15,2,12,239,,145,7,46.7,7,46.7,,906,340,173,9,https://fbref.com/en/players/3741ca58/matchlogs/2024/possession/Arda-Guler-Match-Logs,9,5
161,İlkay Gündoğan,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-261,1990,4.3,193,26,2,15,88,91,11,5,3,5,193,,125,1,20.0,3,60.0,,591,277,163,4,https://fbref.com/en/players/819b3158/matchlogs/2024/possession/Ilkay-Gundogan-Match-Logs,12,1
162,Angus Gunn,https://fbref.com/en/players/e082af5b/Angus-Gunn,GK,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-171,1996,3.0,128,0,100,127,1,128,350,74,0,0,140,,52,0,0,0,,0,,0,,0,https://fbref.com/en/players/e082af5b/matchlogs/2024/possession/Angus-Gunn-Match-Logs,0,0
163,Mert Günok,https://fbref.com/en/players/b583aef5/Mert-Gunok,GK,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,35-132,1989,4.0,142,0,121,140,2,142,387,69,0,0,250,,54,0,0,0,,0,,0,,0,https://fbref.com/en/players/b583aef5/matchlogs/2024/possession/Mert-Gunok-Match-Logs,0,0
164,Joško Gvardiol,https://fbref.com/en/players/5ad50391/Josko-Gvardiol,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,22-170,2002,3.0,187,0,7,42,111,36,2,6,0.0,,187,,111,4,66.7,661,343,0,3,5,132,5,https://fbref.com/en/players/5ad50391/matchlogs/2024/possession/Josko-Gvardiol-Match-Logs,7,8
165,Giorgi Gwelesiani,https://fbref.com/en/players/48803de8/Giorgi-Gwelesiani,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,33-067,1991,1.8,59,0,24,54,5,59,93,22,0,0,59,,32,1,1,0,,0,,0,,0,https://fbref.com/en/players/48803de8/matchlogs/2024/possession/Giorgi-Gwelesiani-Match-Logs,0,0
166,Norbert Gyömbér,https://fbref.com/en/players/0be276c6/Norbert-Gyomber,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,32-008,1992,0.4,39,0,2,8,29,2,39,31,0,0,282,,32,205,4,1,,0,,0,,0,https://fbref.com/en/players/0be276c6/matchlogs/2024/possession/Norbert-Gyomber-Match-Logs,0,0
167,Ianis Hagi,https://fbref.com/en/players/0127419a/Ianis-Hagi,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-263,1998,2.1,85,5,3,16,34,36,3,3,3,1,85,,49,1,33.3,1,33.3,,305,126,60,4,https://fbref.com/en/players/0127419a/matchlogs/2024/possession/Ianis-Hagi-Match-Logs,2,2
168,Dávid Hancko,https://fbref.com/en/players/4fac8f81/David-Hancko,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-211,1997,4.1,231,0,16,73,94,64,8,4,14,4,231,,113,1,25.0,2,50.0,,435,267,126,6,https://fbref.com/en/players/4fac8f81/matchlogs/2024/possession/David-Hancko-Match-Logs,5,3
169,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-234,1991,2.5,156,0,14,66,85,7,5,1,0,0.0,156,100.0,95,1,365,125,,0,,0,102,0,https://fbref.com/en/players/e9254eec/matchlogs/2024/possession/Grant-Hanley-Match-Logs,0,0
170,Lukáš Haraslín,https://fbref.com/en/players/5c397195/Lukas-Haraslin,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-046,1996,2.9,101,20,1,12,32,59,12,9,3,4,101,,61,5,55.6,2,22.2,,396,266,64,13,https://fbref.com/en/players/5c397195/matchlogs/2024/possession/Lukas-Haraslin-Match-Logs,5,7
171,Kai Havertz,https://fbref.com/en/players/fed7cb61/Kai-Havertz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,25-030,1999,4.3,174,38,7,19,45,112,38,10,6,9,172,,92,4,40.0,6,60.0,,530,286,130,12,https://fbref.com/en/players/fed7cb61/matchlogs/2024/possession/Kai-Havertz-Match-Logs,6,7
172,Jack Hendry,https://fbref.com/en/players/ffed43e3/Jack-Hendry,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-065,1995,2.9,146,0,21,72,69,7,1,91,0,0,146,,92,409,166,1,2,0,2,,,,https://fbref.com/en/players/ffed43e3/matchlogs/2024/possession/Jack-Hendry-Match-Logs,0,0
173,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-139,1997,0.1,6,0,1,3,2,6,31,4,0,0,26,,4,1,1,0,,0,,0,,0,https://fbref.com/en/players/0a89e877/matchlogs/2024/possession/Benjamin-Henrichs-Match-Logs,0,0
174,Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-279,1997,6.3,455,63,16,95,201,165,13,14,1,10,455,,324,5,35.7,7,50.0,,1472,803,337,22,https://fbref.com/en/players/d4c9725f/matchlogs/2024/possession/Theo-Hernandez-Match-Logs,18,4
175,Morten Hjulmand,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-016,1999,2.7,238,0,5,29,145,64,3,3,7,3,238,,159,1,33.3,2,66.7,,529,226,199,1,https://fbref.com/en/players/d4456fb3/matchlogs/2024/possession/Morten-Hjulmand-Match-Logs,3,2
176,Adam Hložek,https://fbref.com/en/players/5521f419/Adam-Hlozek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,21-352,2002,1.2,32,0,2,5,9,18,3,4,0.0,,32,,22,4,100.0,93,34,0,1,1,23,2,https://fbref.com/en/players/5521f419/matchlogs/2024/possession/Adam-Hlozek-Match-Logs,2,3
177,Tomáš Holeš,https://fbref.com/en/players/e03c2d97/Tomas-Holes,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-102,1993,3.0,154,0,20,65,73,16,154,1,0,0.0,372,0.0,81,200,1,3,,0,,0,83,0,https://fbref.com/en/players/e03c2d97/matchlogs/2024/possession/Tomas-Holes-Match-Logs,0,0
178,Arbër Hoxha,https://fbref.com/en/players/e210a2c7/Arber-Hoxha,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-279,1998,0.6,29,0,4,8,18,4,29,4,0,,1,,24,25.0,267,177,7,0.0,4,2,21,2,https://fbref.com/en/players/e210a2c7/matchlogs/2024/possession/Arber-Hoxha-Match-Logs,3,3
179,Robin Hranáč,https://fbref.com/en/players/95d5aea2/Robin-Hranac,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-164,2000,3.0,110,0,15,53,48,9,4,61,0,0,110,,58,362,189,1,1,0,1,1,,1,https://fbref.com/en/players/95d5aea2/matchlogs/2024/possession/Robin-Hranac-Match-Logs,,
180,Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-142,1994,2.0,70,0,6,30,31,9,2,30,0,0,70,,35,97,43,2,2,0,,,,0,https://fbref.com/en/players/2f3452eb/matchlogs/2024/possession/Elseid-Hysaj-Match-Logs,0,0
181,Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-341,1995,3.9,339,13,7,48,219,74,4,5,4,4,339,,250,1,20.0,2,40.0,,1084,492,262,7,https://fbref.com/en/players/8b04d6c1/matchlogs/2024/possession/Pierre-Hojbjerg-Match-Logs,7,2
182,Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-158,2003,3.2,86,0,3,33,51,16,86,6,28,6,1,,53,16.7,5,83.3,307,,87,6,64,4,https://fbref.com/en/players/491a433d/matchlogs/2024/possession/Rasmus-Hojlund-Match-Logs,5,8
183,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-116,2001,2.2,175,0,6,39,112,25,175,2,0,0.0,1,50.0,121,661,288,3,3,0,2,1,123,6,https://fbref.com/en/players/bb376bed/matchlogs/2024/possession/Ivan-Ilic-Match-Logs,,
184,Josip Iličić,https://fbref.com/en/players/68252d6d/Josip-Ilicic,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,36-164,1988,0.3,15,0,1,7,3,5,15,7,0,0,46,,9,17,1,1,,0,,0,,0,https://fbref.com/en/players/68252d6d/matchlogs/2024/possession/Josip-Ilicic-Match-Logs,0,0
185,Gonçalo Inácio,https://fbref.com/en/players/33651873/Goncalo-Inacio,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-321,2001,1.3,163,0,26,103,35,1,163,4,0,,4,,103,100.0,531,391,9,0.0,8,2,130,0,https://fbref.com/en/players/33651873/matchlogs/2024/possession/Goncalo-Inacio-Match-Logs,0,0
186,Luka Ivanušec,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,25-228,1998,0.2,13,0,1,1,5,7,13,3,0,0,9,,7,1,0,0,,0,,0,,0,https://fbref.com/en/players/29fbdc88/matchlogs/2024/possession/Luka-Ivanusec-Match-Logs,0,0
187,Erik Janža,https://fbref.com/en/players/961f9f1c/Erik-Janza,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-020,1993,3.0,136,0,9,49,56,31,1,64,0,0,136,,74,353,206,3,3,0,1,5,,,https://fbref.com/en/players/961f9f1c/matchlogs/2024/possession/Erik-Janza-Match-Logs,,0
188,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,32-204,1991,2.4,256,0,5,41,167,48,256,1,0,0.0,1,100.0,214,746,379,1,3,0,1,2,216,4,https://fbref.com/en/players/45db685d/matchlogs/2024/possession/Jorginho-Match-Logs,,
189,Joselu,https://fbref.com/en/players/6265208f/Joselu,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-106,1990,1.0,26,0,1,6,11,10,3,1,0,0.0,26,100.0,10,1,51,31,1,0,1,2,17,1,https://fbref.com/en/players/6265208f/matchlogs/2024/possession/Joselu-Match-Logs,,
190,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-220,1996,1.1,49,13,1,4,19,28,6,5,2,3,49,,35,1,20.0,3,60.0,,239,134,39,6,https://fbref.com/en/players/178ae8f8/matchlogs/2024/possession/Diogo-Jota-Match-Logs,4,2
191,Luka Jović,https://fbref.com/en/players/4d8cd038/Luka-Jovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-201,1997,1.1,24,0,3,9,12,2,24,1,0,0.0,1,100.0,20,111,41,1,1,0,2,3,23,,https://fbref.com/en/players/4d8cd038/matchlogs/2024/possession/Luka-Jovic-Match-Logs,,0
192,Josip Juranović,https://fbref.com/en/players/0a084b35/Josip-Juranovic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,28-330,1995,1.0,73,0,2,16,24,33,1,1,0,0.0,73,100.0,23,1,132,96,1,,2,1,47,1,https://fbref.com/en/players/0a084b35/matchlogs/2024/possession/Josip-Juranovic-Match-Logs,10,
193,David Jurásek,https://fbref.com/en/players/d7a03bf3/David-Jurasek,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-339,2000,1.8,95,0,2,13,36,47,1,5,0.0,,95,,53,5,100.0,183,46,0,1,3,54,16,https://fbref.com/en/players/d7a03bf3/matchlogs/2024/possession/David-Jurasek-Match-Logs,0,0
194,Matěj Jurásek,https://fbref.com/en/players/742ea558/Matej-Jurasek,"DF,MF",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,20-316,2003,0.5,39,0,1,2,9,28,3,7,13,2,39,,28,4,57.1,2,28.6,,210,106,29,6,https://fbref.com/en/players/742ea558/matchlogs/2024/possession/Matej-Jurasek-Match-Logs,1,2
195,Ferdi Kadioglu,https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-278,1999,5.0,331,21,11,92,157,86,4,12,5,4,331,,177,6,50.0,3,25.0,,1333,836,216,22,https://fbref.com/en/players/66c52a77/matchlogs/2024/possession/Ferdi-Kadioglu-Match-Logs,13,2
196,İrfan Kahveci,https://fbref.com/en/players/d2800f47/Irfan-Kahveci,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,28-362,1995,0.1,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,0,https://fbref.com/en/players/d2800f47/matchlogs/2024/possession/Irfan-Kahveci-Match-Logs,0,0
197,Otar Kakabadze,https://fbref.com/en/players/2ea12fc4/Otar-Kakabadze,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-014,1995,4.0,211,0,12,83,91,40,1,6,9,5,211,,106,3,50.0,3,50.0,,445,167,119,3,https://fbref.com/en/players/2ea12fc4/matchlogs/2024/possession/Otar-Kakabadze-Match-Logs,5,6
198,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-349,1993,6.0,141,16,2,7,63,72,24,4,9,10,140,,93,1,25.0,3,75.0,,498,185,112,3,https://fbref.com/en/players/21a66f6a/matchlogs/2024/possession/Harry-Kane-Match-Logs,8,2
199,N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-104,1991,5.7,373,19,9,69,197,115,9,7,6,5,373,,278,4,57.1,3,42.9,,1329,634,290,16,https://fbref.com/en/players/b9fbae28/matchlogs/2024/possession/NGolo-Kante-Match-Logs,12,2
200,Žan Karničnik,https://fbref.com/en/players/b11b006c/Zan-Karnicnik,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-297,1994,4.3,228,0,14,98,98,35,3,4,0.0,10,228,,113,3,75.0,746,455,,8,1,128,1,https://fbref.com/en/players/b11b006c/matchlogs/2024/possession/Zan-Karnicnik-Match-Logs,5,3
201,Guram Kashia,https://fbref.com/en/players/a81f4896/Guram-Kashia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,37-007,1987,4.0,171,0,54,123,47,2,171,69,0,0,286,,82,115,2,0,,0,,0,,0,https://fbref.com/en/players/a81f4896/matchlogs/2024/possession/Guram-Kashia-Match-Logs,0,0
202,Milos Kerkez,https://fbref.com/en/players/0ad53bdc/Milos-Kerkez,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,20-247,2003,2.6,95,0,7,31,34,30,1,66,0,0,95,,58,411,192,9,3,,1,2,,1,https://fbref.com/en/players/0ad53bdc/matchlogs/2024/possession/Milos-Kerkez-Match-Logs,9,
203,Semih Kılıçsoy,https://fbref.com/en/players/3064f033/Semih-Kilicsoy,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,18-331,2005,1,2,0.0,1,1,2,13,1,2,0,0,1,,2,0,0,0,,0,,0,,0,https://fbref.com/en/players/3064f033/matchlogs/2024/possession/Semih-Kilicsoy-Match-Logs,0,0
204,Joshua Kimmich,https://fbref.com/en/players/49296448/Joshua-Kimmich,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,29-154,1995,5.3,447,0,15,89,183,177,9,2,,0.0,447,100.0,264,2,1543,859,14,,15,1,337,1,https://fbref.com/en/players/49296448/matchlogs/2024/possession/Joshua-Kimmich-Match-Logs,1,52
205,Otar Kiteishvili,https://fbref.com/en/players/fc9b373e/Otar-Kiteishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,28-107,1996,1.4,69,0,8,40,29,1,69,23,0,0,72,,33,17,1,2,,0,,0,,0,https://fbref.com/en/players/fc9b373e/matchlogs/2024/possession/Otar-Kiteishvili-Match-Logs,0,0
206,Jakub Kiwior,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,3.0,183,0,12,87,74,22,4,2,0,0.0,183,100.0,69,2,353,156,2,0,1,5,104,5,https://fbref.com/en/players/dc3e663e/matchlogs/2024/possession/Jakub-Kiwior-Match-Logs,,
207,László Kleinheisler,https://fbref.com/en/players/af8e4246/Laszlo-Kleinheisler,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-094,1994,0.6,21,0,3,15,3,1,21,1,0,0.0,1,100.0,16,86,25,1,1,0,,,13,0,https://fbref.com/en/players/af8e4246/matchlogs/2024/possession/Laszlo-Kleinheisler-Match-Logs,0,0
208,Giorgi Kochorashvili,https://fbref.com/en/players/3da1b6ed/Giorgi-Kochorashvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,25-012,1999,4.0,214,4,14,74,123,20,4,9,7,2,214,,132,6,66.7,2,22.2,,713,347,155,4,https://fbref.com/en/players/3da1b6ed/matchlogs/2024/possession/Giorgi-Kochorashvili-Match-Logs,6,2
209,Orkun Kökçü,https://fbref.com/en/players/9bf914b4/Orkun-Kokcu,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,23-195,2000,2.5,145,10,3,24,82,41,5,3,4,2,145,,62,1,33.3,2,66.7,,414,214,106,7,https://fbref.com/en/players/9bf914b4/matchlogs/2024/possession/Orkun-Kokcu-Match-Logs,3,1
210,Randal Kolo Muani,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-219,1998,2.2,59,13,5,14,17,28,10,4,6,3,59,,40,1,25.0,3,75.0,,209,106,45,4,https://fbref.com/en/players/c0b3669f/matchlogs/2024/possession/Randal-Kolo-Muani-Match-Logs,2,2
211,Yukhym Konoplia,https://fbref.com/en/players/aee634bf/Yukhym-Konoplia,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-320,1999,0.8,48,0,11,22,15,48,102,30,0,0,53,,34,3,4,1,1,0,10,,,,https://fbref.com/en/players/aee634bf/matchlogs/2024/possession/Yukhym-Konoplia-Match-Logs,0,0
212,Ezri Konsa,https://fbref.com/en/players/0313a347/Ezri-Konsa,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-262,1997,1.0,62,0,12,31,29,2,62,38,0,0,148,,48,47,0,0,,0,,0,,0,https://fbref.com/en/players/0313a347/matchlogs/2024/possession/Ezri-Konsa-Match-Logs,0,0
213,Filip Kostić,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,31-253,1992,0.5,19,0,1,6,8,5,19,8,0,0,20,,10,10,1,3,,0,,0,,0,https://fbref.com/en/players/b1cd37e6/matchlogs/2024/possession/Filip-Kostic-Match-Logs,0,0
214,Jules Koundé,https://fbref.com/en/players/4d1666ff/Jules-Kounde,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-242,1998,6.3,457,41,22,111,191,160,12,6,6,4,457,,251,4,66.7,1,16.7,,1037,612,271,14,https://fbref.com/en/players/4d1666ff/matchlogs/2024/possession/Jules-Kounde-Match-Logs,12,2
215,Mateo Kovačić,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,30-066,1994,2.5,192,4,1,21,112,61,4,10,5,3,192,,133,6,60.0,1,10.0,,984,533,160,12,https://fbref.com/en/players/79c0821a/matchlogs/2024/possession/Mateo-Kovacic-Match-Logs,13,2
216,Matej Kovar,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-055,2000,0.4,18,0,9,16,2,18,97,14,0,0,43,,10,0,0,0,,0,,0,,0,https://fbref.com/en/players/bc67a0e1/matchlogs/2024/possession/Matej-Kovar-Match-Logs,0,0
