right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,left href 3,right 19
394,Milan Škriniar,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-151,1995,4.3,3,1,3,4,0,2,50.0,,0,4,0,2,2,4,0,17,https://fbref.com/en/players/30f5ffa9/matchlogs/2024/defense/Milan-Skriniar-Match-Logs,5
395,Bartosz Slisz,https://fbref.com/en/players/7ee64741/Bartosz-Slisz,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-104,1999,1.2,1,1,1,1,0,1,3,,0,2,0,3,0,,0,0,https://fbref.com/en/players/7ee64741/matchlogs/2024/defense/Bartosz-Slisz-Match-Logs,0
396,Yann Sommer,https://fbref.com/en/players/420c18a1/Yann-Sommer,GK,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,35-207,1988,5.3,0,2,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/420c18a1/matchlogs/2024/defense/Yann-Sommer-Match-Logs,0
397,Deian Sorescu,https://fbref.com/en/players/15e1f59b/Deian-Sorescu,"MF,DF",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-317,1997,0.4,1,1,1,1,0,1,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/15e1f59b/matchlogs/2024/defense/Deian-Sorescu-Match-Logs,0
398,Borna Sosa,https://fbref.com/en/players/af0d79a9/Borna-Sosa,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-172,1998,0.1,1,1,1,1,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/af0d79a9/matchlogs/2024/defense/Borna-Sosa-Match-Logs,0
399,Tomáš Souček,https://fbref.com/en/players/6613c819/Tomas-Soucek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-135,1995,3.0,5,3,2,2,0,3,1,5,,6,8,6,3,50.0,4,2,https://fbref.com/en/players/6613c819/matchlogs/2024/defense/Tomas-Soucek-Match-Logs,3
400,Andraž Šporar,https://fbref.com/en/players/878f0921/Andraz-Sporar,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-135,1994,3.8,2,2,1,1,0,1,1,100.0,0,2,0,1,0,1,,4,https://fbref.com/en/players/878f0921/matchlogs/2024/defense/Andraz-Sporar-Match-Logs,2
401,Nicolae Stanciu,https://fbref.com/en/players/e07c2923/Nicolae-Stanciu,"MF,FW",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-065,1993,3.9,3,2,1,2,0,1,4,,0,1,0,25.0,1,3,5,4,https://fbref.com/en/players/e07c2923/matchlogs/2024/defense/Nicolae-Stanciu-Match-Logs,1
402,Jindřich Staněk,https://fbref.com/en/players/eca17cf2/Jindrich-Stanek,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-075,1996,2.6,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/eca17cf2/matchlogs/2024/defense/Jindrich-Stanek-Match-Logs,0
403,Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-100,2000,2.0,10,8,3,5,0,5,2,2,,3,14,9,4,55.6,2,1,https://fbref.com/en/players/7ed08d5c/matchlogs/2024/defense/Josip-Stanisic-Match-Logs,4
404,Renato Steffen,https://fbref.com/en/players/dd669209/Renato-Steffen,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-251,1991,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/dd669209/matchlogs/2024/defense/Renato-Steffen-Match-Logs,0
405,Taras Stepanenko,https://fbref.com/en/players/ee3519f5/Taras-Stepanenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-338,1989,0.9,3,3,3,5,0,3,60.0,,0,2,0,2,1,1,2,4,https://fbref.com/en/players/ee3519f5/matchlogs/2024/defense/Taras-Stepanenko-Match-Logs,1
406,Leonidas Stergiou,https://fbref.com/en/players/08391d76/Leonidas-Stergiou,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-130,2002,0.5,4,2,3,1,0,1,3,33.3,0,0,0,2,0,4,0,,https://fbref.com/en/players/08391d76/matchlogs/2024/defense/Leonidas-Stergiou-Match-Logs,4
407,Petar Stojanović,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-278,1995,3.5,6,5,5,1,0,3,8,,0,4,4,37.5,1,5,7,3,https://fbref.com/en/players/13b44b02/matchlogs/2024/defense/Petar-Stojanovic-Match-Logs,1
408,John Stones,https://fbref.com/en/players/5eecec3d/John-Stones,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-044,1994,6.7,4,3,2,1,0,2,1,100.0,0,2,0,2,1,2,,14,https://fbref.com/en/players/5eecec3d/matchlogs/2024/defense/John-Stones-Match-Logs,5
409,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,GK,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-114,1995,3.0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/339fe0e8/matchlogs/2024/defense/Thomas-Strakosha-Match-Logs,0
410,Dávid Strelec,https://fbref.com/en/players/2cb9486d/David-Strelec,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,23-098,2001,2.0,2,2,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/2cb9486d/matchlogs/2024/defense/David-Strelec-Match-Logs,0
411,Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-105,2000,0.7,1,1,1,1,0,0,1,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/e96d5560/matchlogs/2024/defense/Callum-Styles-Match-Logs,0
412,Luka Sučić,https://fbref.com/en/players/1e1378e1/Luka-Sucic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-307,2002,1.6,4,4,1,1,0,1,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/1e1378e1/matchlogs/2024/defense/Luka-Sucic-Match-Logs,0
413,Heorhiy Sudakov,https://fbref.com/en/players/a793f5a8/Heorhiy-Sudakov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,2.9,3,1,2,1,0,3,4,,0,4,1,75.0,0,1,3,3,https://fbref.com/en/players/a793f5a8/matchlogs/2024/defense/Heorhiy-Sudakov-Match-Logs,1
414,Pavel Šulc,https://fbref.com/en/players/e9b893af/Pavel-Sulc,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-195,2000,0.9,1,1,1,2,0,1,1,50.0,0,1,0,1,1,2,0,,https://fbref.com/en/players/e9b893af/matchlogs/2024/defense/Pavel-Sulc-Match-Logs,2
415,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,22-034,2002,1.4,4,1,1,3,0,1,4,,0,4,0,25.0,1,3,0,5,https://fbref.com/en/players/83fe71b8/matchlogs/2024/defense/Tomas-Suslov-Match-Logs,4
416,Josip Šutalo,https://fbref.com/en/players/33a6a650/Josip-Sutalo,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-134,2000,3.0,5,3,5,3,0,2,1,66.7,0,6,,5,13,1,1,7,https://fbref.com/en/players/33a6a650/matchlogs/2024/defense/Josip-Sutalo-Match-Logs,18
417,Oleksandr Svatok,https://fbref.com/en/players/b70be510/Oleksandr-Svatok,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,29-288,1994,0.9,2,1,1,3,0,3,2,,0,0,0,0,0,,0,0,https://fbref.com/en/players/b70be510/matchlogs/2024/defense/Oleksandr-Svatok-Match-Logs,0
418,Karol Świderski,https://fbref.com/en/players/41723204/Karol-Swiderski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-170,1997,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/41723204/matchlogs/2024/defense/Karol-Swiderski-Match-Logs,0
419,Serhiy Sydorchuk,https://fbref.com/en/players/c71e97ba/Serhiy-Sydorchuk,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,33-070,1991,0.1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/c71e97ba/matchlogs/2024/defense/Serhiy-Sydorchuk-Match-Logs,0
420,Attila Szalai,https://fbref.com/en/players/50ff205b/Attila-Szalai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,26-173,1998,1.1,2,2,2,3,0,1,2,33.3,0,2,0,4,0,2,0,0,https://fbref.com/en/players/50ff205b/matchlogs/2024/defense/Attila-Szalai-Match-Logs,
421,Wojciech Szczęsny,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,34-084,1990,2.0,1,1,1,1,0,0,2,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/01b8a2b2/matchlogs/2024/defense/Wojciech-Szczesny-Match-Logs,0
422,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,23-260,2000,3.0,2,1,1,1,0,4,3,,0,2,0,4,0,6,0,0,https://fbref.com/en/players/934e1968/matchlogs/2024/defense/Dominik-Szoboszlai-Match-Logs,
423,Sebastian Szymański,https://fbref.com/en/players/bb718263/Sebastian-Szymanski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-062,1999,1.2,7,2,5,2,0,5,10,,0,3,1,50.0,3,5,10,2,https://fbref.com/en/players/bb718263/matchlogs/2024/defense/Sebastian-Szymanski-Match-Logs,1
424,Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,35-234,1988,1.7,2,2,1,1,0,1,1,,0,1,0,3,0,3,0,0,https://fbref.com/en/players/2475dcc6/matchlogs/2024/defense/Dusan-Tadic-Match-Logs,
425,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-151,1996,3.5,2,1,1,1,0,1,1,100.0,0,2,0,1,4,1,,11,https://fbref.com/en/players/bd142efb/matchlogs/2024/defense/Jonathan-Tah-Match-Logs,6
426,Maksym Talovierov,https://fbref.com/en/players/6a54638e/Maksym-Talovierov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-013,2000,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/6a54638e/matchlogs/2024/defense/Maksym-Talovierov-Match-Logs,0
427,Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,24-166,2000,5.2,9,7,3,4,1,3,2,10,,2,14,8,5,37.5,1,1,https://fbref.com/en/players/4f255115/matchlogs/2024/defense/Aurelien-Tchouameni-Match-Logs,5
428,Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-047,2000,2.8,2,2,2,1,0,5,1,0.0,0,2,0,5,0,4,0,,https://fbref.com/en/players/df8d6029/matchlogs/2024/defense/Arthur-Theate-Match-Logs,9
429,Marcus Thuram,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-340,1997,2.9,2,2,2,2,0,6,4,,0,0,0,2,0,2,0,0,https://fbref.com/en/players/6f8cd6d0/matchlogs/2024/defense/Marcus-Thuram-Match-Logs,
430,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,27-065,1997,1.6,2,2,1,1,0,3,1,0.0,0,1,0,1,0,1,,3,https://fbref.com/en/players/56f7a928/matchlogs/2024/defense/Youri-Tielemans-Match-Logs,2
431,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-036,1997,1.5,2,1,2,3,0,1,2,33.3,0,1,0,1,0,2,0,,https://fbref.com/en/players/fce2302c/matchlogs/2024/defense/Kieran-Tierney-Match-Logs,4
432,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-117,1996,0.5,1,1,1,1,0,0,1,,0,0,0,0,0,,0,0,https://fbref.com/en/players/e09f279b/matchlogs/2024/defense/Ivan-Toney-Match-Logs,0
433,Ferrán Torres,https://fbref.com/en/players/9e1035f8/Ferran-Torres,"FW,MF",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-133,2000,1.7,3,1,1,3,0,1,1,0.0,0,0,0,1,0,,0,0,https://fbref.com/en/players/9e1035f8/matchlogs/2024/defense/Ferran-Torres-Match-Logs,0
434,Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,33-034,1991,0.3,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/9a104dee/matchlogs/2024/defense/Cenk-Tosun-Match-Logs,0
435,Gernot Trauner,https://fbref.com/en/players/9d21da85/Gernot-Trauner,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-108,1992,1.0,2,1,2,1,0,2,1,0.0,0,1,0,2,0,3,0,,https://fbref.com/en/players/9d21da85/matchlogs/2024/defense/Gernot-Trauner-Match-Logs,1
436,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,33-296,1990,5.0,7,4,3,3,0,3,1,8,,3,12,8,5,37.5,2,1,https://fbref.com/en/players/21512407/matchlogs/2024/defense/Kieran-Trippier-Match-Logs,5
437,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,29-220,1994,1.9,2,1,1,1,0,1,2,50.0,0,2,0,1,0,2,0,,https://fbref.com/en/players/38ceb24a/matchlogs/2024/defense/Leandro-Trossard-Match-Logs,2
438,Anatolii Trubin,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-345,2001,2.0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/41f0b196/matchlogs/2024/defense/Anatolii-Trubin-Match-Logs,0
439,Heorhii Tsitaishvili,https://fbref.com/en/players/69986380/Heorhii-Tsitaishvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-236,2000,2.1,5,4,5,3,0,3,5,100.0,0,0,0,3,0,1,0,0,https://fbref.com/en/players/69986380/matchlogs/2024/defense/Heorhii-Tsitaishvili-Match-Logs,
440,Viktor Tsyhankov,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,26-239,1997,0.7,1,1,1,1,0,0,1,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/f7e87032/matchlogs/2024/defense/Viktor-Tsyhankov-Match-Logs,0
441,Ľubomír Tupta,https://fbref.com/en/players/b02af64f/Lubomir-Tupta,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-106,1998,0.1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/b02af64f/matchlogs/2024/defense/Lubomir-Tupta-Match-Logs,0
442,Oleksandr Tymchyk,https://fbref.com/en/players/3b996663/Oleksandr-Tymchyk,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-173,1997,2.2,10,4,5,5,0,6,12,,0,2,0,50.0,3,6,6,13,https://fbref.com/en/players/3b996663/matchlogs/2024/defense/Oleksandr-Tymchyk-Match-Logs,2
443,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-358,1996,0.1,1,1,1,1,0,1,1,100.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/dd549382/matchlogs/2024/defense/Deniz-Undav-Match-Logs,0
444,Dayot Upamecano,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-258,1998,6.3,9,7,6,3,0,5,6,,0,3,24,83.3,6,1,15,2,https://fbref.com/en/players/d248cd8f/matchlogs/2024/defense/Dayot-Upamecano-Match-Logs,1
445,Kacper Urbanski,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,"FW,MF",pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,19-308,2004,1.6,2,1,2,3,0,1,2,33.3,0,2,0,2,1,3,0,,https://fbref.com/en/players/2d9d9e42/matchlogs/2024/defense/Kacper-Urbanski-Match-Logs,2
446,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-003,1991,6.0,4,2,4,1,0,1,4,100.0,0,5,0,1,2,6,,1,https://fbref.com/en/players/e06683ca/matchlogs/2024/defense/Virgil-van-Dijk-Match-Logs,36
447,Vladyslav Vanat,https://fbref.com/en/players/7287ea6b/Vladyslav-Vanat,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-189,2002,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/7287ea6b/matchlogs/2024/defense/Vladyslav-Vanat-Match-Logs,0
448,Barnabás Varga,https://fbref.com/en/players/078a52fe/Barnabas-Varga,FW,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-168,1994,2.8,4,1,1,2,0,2,1,100.0,0,5,,2,1,1,7,5,https://fbref.com/en/players/078a52fe/matchlogs/2024/defense/Barnabas-Varga-Match-Logs,4
449,Ruben Vargas,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,25-341,1998,3.4,6,5,3,2,0,2,1,1,,5,4,4,2,50.0,8,5,https://fbref.com/en/players/6ecbddf6/matchlogs/2024/defense/Ruben-Vargas-Match-Logs,2
450,Denis Vavro,https://fbref.com/en/players/08990838/Denis-Vavro,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-092,1996,4.3,2,1,2,4,0,2,50.0,,0,6,0,2,2,5,18,4,https://fbref.com/en/players/08990838/matchlogs/2024/defense/Denis-Vavro-Match-Logs,1
451,Joey Veerman,https://fbref.com/en/players/18fae4ac/Joey-Veerman,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-235,1998,2.3,3,1,1,1,0,3,1,1,,4,4,7,1,42.9,3,1,https://fbref.com/en/players/18fae4ac/matchlogs/2024/defense/Joey-Veerman-Match-Logs,4
452,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-289,1995,3.0,2,2,2,2,0,2,6,100.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/a5ae8f8e/matchlogs/2024/defense/Milos-Veljkovic-Match-Logs,0
453,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-083,2001,0.8,1,1,1,2,0,1,1,50.0,0,2,0,1,0,1,,5,https://fbref.com/en/players/8fe2a392/matchlogs/2024/defense/Micky-van-de-Ven-Match-Logs,1
454,Benjamin Verbič,https://fbref.com/en/players/2ebc1b44/Benjamin-Verbic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-227,1993,0.8,3,2,1,2,0,1,3,33.3,0,1,0,2,0,4,0,,https://fbref.com/en/players/2ebc1b44/matchlogs/2024/defense/Benjamin-Verbic-Match-Logs,2
455,Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen,GK,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-328,2002,6.0,1,1,1,1,0,0,4,,0,0,0,0,0,,0,0,https://fbref.com/en/players/cf134113/matchlogs/2024/defense/Bart-Verbruggen-Match-Logs,0
456,Jan Vertonghen,https://fbref.com/en/players/ba23a904/Jan-Vertonghen,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,37-078,1987,3.0,4,2,1,3,0,2,1,,0,0,0,1,0,4,0,,https://fbref.com/en/players/ba23a904/matchlogs/2024/defense/Jan-Vertonghen-Match-Logs,10
457,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,31-343,1992,4.0,3,3,3,3,0,3,2,100.0,0,3,0,1,4,7,0,,https://fbref.com/en/players/1900032e/matchlogs/2024/defense/Jannik-Vestergaard-Match-Logs,12
458,Žan Vipotnik,https://fbref.com/en/players/15aa23ee/Zan-Vipotnik,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,22-115,2002,0.2,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/15aa23ee/matchlogs/2024/defense/Zan-Vipotnik-Match-Logs,0
459,Vitinha,https://fbref.com/en/players/3b029691/Vitinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-149,2000,4.0,3,3,2,1,0,1,3,33.3,0,3,,2,2,1,3,5,https://fbref.com/en/players/3b029691/matchlogs/2024/defense/Vitinha-Match-Logs,2
460,Daniel Vivian,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-362,1999,1.4,2,2,2,3,0,2,1,66.7,0,1,0,1,1,3,0,,https://fbref.com/en/players/ab7bf91d/matchlogs/2024/defense/Daniel-Vivian-Match-Logs,10
461,Dušan Vlahović,https://fbref.com/en/players/79443529/Dusan-Vlahovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,24-165,2000,2.0,1,1,1,1,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/79443529/matchlogs/2024/defense/Dusan-Vlahovic-Match-Logs,0
462,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,32-157,1992,6.0,12,7,7,4,0,8,1,20,,6,14,10,2,80.0,4,2,https://fbref.com/en/players/d0d8dd44/matchlogs/2024/defense/Stefan-de-Vrij-Match-Logs,2
463,Kyle Walker,https://fbref.com/en/players/86dd77d1/Kyle-Walker,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,34-044,1990,6.7,5,2,2,2,0,2,1,6,,5,10,4,5,50.0,4,1,https://fbref.com/en/players/86dd77d1/matchlogs/2024/defense/Kyle-Walker-Match-Logs,2
464,Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-194,1995,0.4,1,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/aed3a70f/matchlogs/2024/defense/Ollie-Watkins-Match-Logs,0
465,Wout Weghorst,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,31-339,1992,1.5,2,1,1,1,0,1,1,100.0,0,2,0,1,0,1,,2,https://fbref.com/en/players/c4e87b8b/matchlogs/2024/defense/Wout-Weghorst-Match-Logs,2
466,Andreas Weimann,https://fbref.com/en/players/5996ffd9/Andreas-Weimann,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-341,1991,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/5996ffd9/matchlogs/2024/defense/Andreas-Weimann-Match-Logs,0
467,Silvan Widmer,https://fbref.com/en/players/f68b64fc/Silvan-Widmer,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-128,1993,3.3,2,1,1,1,0,1,1,100.0,0,3,0,1,2,2,,11,https://fbref.com/en/players/f68b64fc/matchlogs/2024/defense/Silvan-Widmer-Match-Logs,4
468,Georginio Wijnaldum,https://fbref.com/en/players/eb58eef0/Georginio-Wijnaldum,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-243,1990,0.8,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/eb58eef0/matchlogs/2024/defense/Georginio-Wijnaldum-Match-Logs,0
469,Nico Williams,https://fbref.com/en/players/afdc14d7/Nico-Williams,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-365,2002,4.5,3,2,1,2,0,1,5,,0,4,0,20.0,0,4,1,3,https://fbref.com/en/players/afdc14d7/matchlogs/2024/defense/Nico-Williams-Match-Logs,4
470,Patrick Wimmer,https://fbref.com/en/players/cb11b429/Patrick-Wimmer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-042,2001,1.5,2,2,2,5,0,1,20.0,,0,4,0,4,0,4,0,1,https://fbref.com/en/players/cb11b429/matchlogs/2024/defense/Patrick-Wimmer-Match-Logs,2
471,Jonas Wind,https://fbref.com/en/players/2077ae86/Jonas-Wind,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-155,1999,2.1,1,1,1,1,0,0,1,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/2077ae86/matchlogs/2024/defense/Jonas-Wind-Match-Logs,0
472,Florian Wirtz,https://fbref.com/en/players/e7fcf289/Florian-Wirtz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-069,2003,3.1,3,3,2,1,0,1,3,33.3,0,3,0,2,1,3,,1,https://fbref.com/en/players/e7fcf289/matchlogs/2024/defense/Florian-Wirtz-Match-Logs,4
