right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 6,right 7,right 8,right 9,right 10,right 11,right 14,right 15,right 16,right 17,right 18,left href 3,right 19
155,Pascal Groß,https://fbref.com/en/players/8aec0537/Pascal-Gross,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-026,1991,0.5,0,0,1,1,1,4,1,,0,0,1,0,0,https://fbref.com/en/players/8aec0537/matchlogs/2024/misc/Pascal-Gross-Match-Logs,50.0
156,Kamil Grosicki,https://fbref.com/en/players/81d8091f/Kamil-Grosicki,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,36-033,1988,0.2,0,0,2,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/81d8091f/matchlogs/2024/misc/Kamil-Grosicki-Match-Logs,
157,Nemanja Gudelj,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-238,1991,1.0,0,0,2,1,1,1,1,,0,0,1,0,0,https://fbref.com/en/players/0076ab7f/matchlogs/2024/misc/Nemanja-Gudelj-Match-Logs,0.0
158,Marc Guéhi,https://fbref.com/en/players/d0706b27/Marc-Guehi,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-364,2000,5.3,10,0,4,6,2,2,25,14,0,41.7,2,0,0,https://fbref.com/en/players/d0706b27/matchlogs/2024/misc/Marc-Guehi-Match-Logs,
159,Péter Gulácsi,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,GK,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-066,1990,3.0,0,0,1,0,,0,0,0,0,0,2,0,0,https://fbref.com/en/players/bcb2ccd8/matchlogs/2024/misc/Peter-Gulacsi-Match-Logs,100.0
160,Arda Güler,https://fbref.com/en/players/3741ca58/Arda-Guler,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-137,2005,3.8,0,0,2,6,1,26,3,5,0,16,1,7,0.0,https://fbref.com/en/players/3741ca58/matchlogs/2024/misc/Arda-Guler-Match-Logs,
161,İlkay Gündoğan,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-261,1990,4.3,0,0,4,7,1,3,1,4,42.9,1,3,10,4,https://fbref.com/en/players/819b3158/matchlogs/2024/misc/Ilkay-Gundogan-Match-Logs,
162,Angus Gunn,https://fbref.com/en/players/e082af5b/Angus-Gunn,GK,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-171,1996,3.0,0,0,10,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e082af5b/matchlogs/2024/misc/Angus-Gunn-Match-Logs,
163,Mert Günok,https://fbref.com/en/players/b583aef5/Mert-Gunok,GK,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,35-132,1989,4.0,2,0,3,0,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/b583aef5/matchlogs/2024/misc/Mert-Gunok-Match-Logs,100.0
164,Joško Gvardiol,https://fbref.com/en/players/5ad50391/Josko-Gvardiol,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,22-170,2002,3.0,0,0,6,3,5,3,16,5,0,0.0,0,0,0,https://fbref.com/en/players/5ad50391/matchlogs/2024/misc/Josko-Gvardiol-Match-Logs,
165,Giorgi Gwelesiani,https://fbref.com/en/players/48803de8/Giorgi-Gwelesiani,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,33-067,1991,1.8,0,0,2,3,1,,0,0,0,0,1,0,0,https://fbref.com/en/players/48803de8/matchlogs/2024/misc/Giorgi-Gwelesiani-Match-Logs,
166,Norbert Gyömbér,https://fbref.com/en/players/0be276c6/Norbert-Gyomber,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,32-008,1992,0.4,0,0,3,1,1,1,1,2,0,,1,0,0,https://fbref.com/en/players/0be276c6/matchlogs/2024/misc/Norbert-Gyomber-Match-Logs,0.0
167,Ianis Hagi,https://fbref.com/en/players/0127419a/Ianis-Hagi,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-263,1998,2.1,0,0,3,4,1,8,3,1,0,6,2,3,40.0,https://fbref.com/en/players/0127419a/matchlogs/2024/misc/Ianis-Hagi-Match-Logs,
168,Dávid Hancko,https://fbref.com/en/players/4fac8f81/David-Hancko,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-211,1997,4.1,0,0,5,3,1,11,3,5,50.0,1,6,17,6,https://fbref.com/en/players/4fac8f81/matchlogs/2024/misc/David-Hancko-Match-Logs,
169,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-234,1991,2.5,0,0,4,1,1,8,4,71.4,0,0,10,0,0,https://fbref.com/en/players/e9254eec/matchlogs/2024/misc/Grant-Hanley-Match-Logs,
170,Lukáš Haraslín,https://fbref.com/en/players/5c397195/Lukas-Haraslin,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-046,1996,2.9,0,0,2,6,1,14,3,4,0,6,2,1,,https://fbref.com/en/players/5c397195/matchlogs/2024/misc/Lukas-Haraslin-Match-Logs,66.7
171,Kai Havertz,https://fbref.com/en/players/fed7cb61/Kai-Havertz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,25-030,1999,4.3,0,0,6,2,3,1,1,10,0,12,9,42.9,0,https://fbref.com/en/players/fed7cb61/matchlogs/2024/misc/Kai-Havertz-Match-Logs,
172,Jack Hendry,https://fbref.com/en/players/ffed43e3/Jack-Hendry,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-065,1995,2.9,0,0,4,4,1,1,1,5,0,3,10,76.9,0,https://fbref.com/en/players/ffed43e3/matchlogs/2024/misc/Jack-Hendry-Match-Logs,
173,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-139,1997,0.1,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0a89e877/matchlogs/2024/misc/Benjamin-Henrichs-Match-Logs,
174,Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-279,1997,6.3,0,0,2,12,11,3,6,25,0,1,2,,0,https://fbref.com/en/players/d4c9725f/matchlogs/2024/misc/Theo-Hernandez-Match-Logs,66.7
175,Morten Hjulmand,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-016,1999,2.7,0,0,4,1,2,1,1,17,0,2,2,,0,https://fbref.com/en/players/d4456fb3/matchlogs/2024/misc/Morten-Hjulmand-Match-Logs,0.0
176,Adam Hložek,https://fbref.com/en/players/5521f419/Adam-Hlozek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,21-352,2002,1.2,0,0,2,1,1,3,1,,0,0,0,0,0,https://fbref.com/en/players/5521f419/matchlogs/2024/misc/Adam-Hlozek-Match-Logs,0.0
177,Tomáš Holeš,https://fbref.com/en/players/e03c2d97/Tomas-Holes,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-102,1993,3.0,6,0,3,2,5,2,5,8,0,2,1,75.0,0,https://fbref.com/en/players/e03c2d97/matchlogs/2024/misc/Tomas-Holes-Match-Logs,
178,Arbër Hoxha,https://fbref.com/en/players/e210a2c7/Arber-Hoxha,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-279,1998,0.6,0,0,1,3,1,2,6,1,0,,1,0,0,https://fbref.com/en/players/e210a2c7/matchlogs/2024/misc/Arber-Hoxha-Match-Logs,0.0
179,Robin Hranáč,https://fbref.com/en/players/95d5aea2/Robin-Hranac,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-164,2000,3.0,0,0,6,1,1,1,12,1,0,,3,0,0,https://fbref.com/en/players/95d5aea2/matchlogs/2024/misc/Robin-Hranac-Match-Logs,75.0
180,Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-142,1994,2.0,0,0,3,1,6,2,,0,0,0,1,0,0,https://fbref.com/en/players/2f3452eb/matchlogs/2024/misc/Elseid-Hysaj-Match-Logs,0.0
181,Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-341,1995,3.9,0,0,5,4,6,3,7,28,0,1,2,,0,https://fbref.com/en/players/8b04d6c1/matchlogs/2024/misc/Pierre-Hojbjerg-Match-Logs,66.7
182,Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-158,2003,3.2,0,0,5,4,3,1,1,1,0,6,4,7,36.4,https://fbref.com/en/players/491a433d/matchlogs/2024/misc/Rasmus-Hojlund-Match-Logs,
183,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-116,2001,2.2,0,0,2,3,4,4,13,2,0,60.0,3,0,0,https://fbref.com/en/players/bb376bed/matchlogs/2024/misc/Ivan-Ilic-Match-Logs,
184,Josip Iličić,https://fbref.com/en/players/68252d6d/Josip-Ilicic,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,36-164,1988,0.3,0,0,1,1,1,3,,0,0,0,0,0,0,https://fbref.com/en/players/68252d6d/matchlogs/2024/misc/Josip-Ilicic-Match-Logs,
185,Gonçalo Inácio,https://fbref.com/en/players/33651873/Goncalo-Inacio,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-321,2001,1.3,0,0,1,1,2,6,,0,0,0,4,0,0,https://fbref.com/en/players/33651873/matchlogs/2024/misc/Goncalo-Inacio-Match-Logs,100.0
186,Luka Ivanušec,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,25-228,1998,0.2,0,0,1,2,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/29fbdc88/matchlogs/2024/misc/Luka-Ivanusec-Match-Logs,
187,Erik Janža,https://fbref.com/en/players/961f9f1c/Erik-Janza,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-020,1993,3.0,4,0,3,4,12,2,4,4,0,1,2,80.0,0,https://fbref.com/en/players/961f9f1c/matchlogs/2024/misc/Erik-Janza-Match-Logs,
188,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,32-204,1991,2.4,0,0,1,4,2,10,1,,0,0,0,0,0,https://fbref.com/en/players/45db685d/matchlogs/2024/misc/Jorginho-Match-Logs,0.0
189,Joselu,https://fbref.com/en/players/6265208f/Joselu,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-106,1990,1.0,0,0,1,1,1,2,3,50.0,0,0,3,0,0,https://fbref.com/en/players/6265208f/matchlogs/2024/misc/Joselu-Match-Logs,
190,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-220,1996,1.1,0,0,2,2,1,2,1,5,0,6,2,25.0,0,https://fbref.com/en/players/178ae8f8/matchlogs/2024/misc/Diogo-Jota-Match-Logs,
191,Luka Jović,https://fbref.com/en/players/4d8cd038/Luka-Jovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-201,1997,1.1,1,0,4,1,1,1,2,3,0,,1,0,0,https://fbref.com/en/players/4d8cd038/matchlogs/2024/misc/Luka-Jovic-Match-Logs,25.0
192,Josip Juranović,https://fbref.com/en/players/0a084b35/Josip-Juranovic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,28-330,1995,1.0,0,0,1,8,1,3,5,,0,0,2,0,0,https://fbref.com/en/players/0a084b35/matchlogs/2024/misc/Josip-Juranovic-Match-Logs,100.0
193,David Jurásek,https://fbref.com/en/players/d7a03bf3/David-Jurasek,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-339,2000,1.8,2,0,1,15,1,2,5,2,0,,1,0,0,https://fbref.com/en/players/d7a03bf3/matchlogs/2024/misc/David-Jurasek-Match-Logs,50.0
194,Matěj Jurásek,https://fbref.com/en/players/742ea558/Matej-Jurasek,"DF,MF",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,20-316,2003,0.5,0,0,1,9,1,5,,0,0,0,0,0,0,https://fbref.com/en/players/742ea558/matchlogs/2024/misc/Matej-Jurasek-Match-Logs,
195,Ferdi Kadioglu,https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-278,1999,5.0,0,0,1,8,4,7,12,25,0,6,3,33.3,0,https://fbref.com/en/players/66c52a77/matchlogs/2024/misc/Ferdi-Kadioglu-Match-Logs,
196,İrfan Kahveci,https://fbref.com/en/players/d2800f47/Irfan-Kahveci,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,28-362,1995,0.1,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d2800f47/matchlogs/2024/misc/Irfan-Kahveci-Match-Logs,
197,Otar Kakabadze,https://fbref.com/en/players/2ea12fc4/Otar-Kakabadze,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-014,1995,4.0,0,0,3,4,5,4,8,21,0,7,4,36.4,0,https://fbref.com/en/players/2ea12fc4/matchlogs/2024/misc/Otar-Kakabadze-Match-Logs,
198,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-349,1993,6.0,10,0,5,11,4,1,3,1,0,10,1,10,50.0,https://fbref.com/en/players/21a66f6a/matchlogs/2024/misc/Harry-Kane-Match-Logs,
199,N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-104,1991,5.7,0,0,6,1,3,6,9,27,0,2,2,,0,https://fbref.com/en/players/b9fbae28/matchlogs/2024/misc/NGolo-Kante-Match-Logs,50.0
200,Žan Karničnik,https://fbref.com/en/players/b11b006c/Zan-Karnicnik,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-297,1994,4.3,0,0,3,3,5,8,4,26,0,9,1,0.0,0,https://fbref.com/en/players/b11b006c/matchlogs/2024/misc/Zan-Karnicnik-Match-Logs,
201,Guram Kashia,https://fbref.com/en/players/a81f4896/Guram-Kashia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,37-007,1987,4.0,8,0,2,1,1,4,9,7,0,53.3,1,0,0,https://fbref.com/en/players/a81f4896/matchlogs/2024/misc/Guram-Kashia-Match-Logs,
202,Milos Kerkez,https://fbref.com/en/players/0ad53bdc/Milos-Kerkez,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,20-247,2003,2.6,0,0,2,7,14,2,9,3,0,40.0,2,0,0,https://fbref.com/en/players/0ad53bdc/matchlogs/2024/misc/Milos-Kerkez-Match-Logs,
203,Semih Kılıçsoy,https://fbref.com/en/players/3064f033/Semih-Kilicsoy,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,18-331,2005,1,0,0.0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3064f033/matchlogs/2024/misc/Semih-Kilicsoy-Match-Logs,
204,Joshua Kimmich,https://fbref.com/en/players/49296448/Joshua-Kimmich,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,29-154,1995,5.3,0,0,3,3,1,24,6,4,0,23,3,4,42.9,https://fbref.com/en/players/49296448/matchlogs/2024/misc/Joshua-Kimmich-Match-Logs,
205,Otar Kiteishvili,https://fbref.com/en/players/fc9b373e/Otar-Kiteishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,28-107,1996,1.4,0,0,1,4,8,,0,0,0,0,1,0,0,https://fbref.com/en/players/fc9b373e/matchlogs/2024/misc/Otar-Kiteishvili-Match-Logs,100.0
206,Jakub Kiwior,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,3.0,0,0,1,2,2,5,4,1,0,6,6,3,66.7,https://fbref.com/en/players/dc3e663e/matchlogs/2024/misc/Jakub-Kiwior-Match-Logs,
207,László Kleinheisler,https://fbref.com/en/players/af8e4246/Laszlo-Kleinheisler,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-094,1994,0.6,1,0,1,2,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/af8e4246/matchlogs/2024/misc/Laszlo-Kleinheisler-Match-Logs,100.0
208,Giorgi Kochorashvili,https://fbref.com/en/players/3da1b6ed/Giorgi-Kochorashvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,25-012,1999,4.0,1,0,7,10,1,5,5,31,0,2,1,,0,https://fbref.com/en/players/3da1b6ed/matchlogs/2024/misc/Giorgi-Kochorashvili-Match-Logs,33.3
209,Orkun Kökçü,https://fbref.com/en/players/9bf914b4/Orkun-Kokcu,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,23-195,2000,2.5,1,0,4,3,3,1,2,17,0,3,2,,0,https://fbref.com/en/players/9bf914b4/matchlogs/2024/misc/Orkun-Kokcu-Match-Logs,25.0
210,Randal Kolo Muani,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-219,1998,2.2,0,0,6,5,1,1,9,3,0,40.0,2,0,0,https://fbref.com/en/players/c0b3669f/matchlogs/2024/misc/Randal-Kolo-Muani-Match-Logs,
211,Yukhym Konoplia,https://fbref.com/en/players/aee634bf/Yukhym-Konoplia,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-320,1999,0.8,0,0,1,2,2,1,,0,0,0,1,0,0,https://fbref.com/en/players/aee634bf/matchlogs/2024/misc/Yukhym-Konoplia-Match-Logs,0.0
212,Ezri Konsa,https://fbref.com/en/players/0313a347/Ezri-Konsa,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-262,1997,1.0,0,0,2,1,1,,0,0,0,0,0,0,0,https://fbref.com/en/players/0313a347/matchlogs/2024/misc/Ezri-Konsa-Match-Logs,0.0
213,Filip Kostić,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,31-253,1992,0.5,0,0,3,1,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b1cd37e6/matchlogs/2024/misc/Filip-Kostic-Match-Logs,
214,Jules Koundé,https://fbref.com/en/players/4d1666ff/Jules-Kounde,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-242,1998,6.3,0,0,4,3,22,2,12,18,0,4,7,63.6,0,https://fbref.com/en/players/4d1666ff/matchlogs/2024/misc/Jules-Kounde-Match-Logs,
215,Mateo Kovačić,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,30-066,1994,2.5,0,0,3,4,3,6,14,,0,0,0,0,0,https://fbref.com/en/players/79c0821a/matchlogs/2024/misc/Mateo-Kovacic-Match-Logs,
216,Matej Kovar,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-055,2000,0.4,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/bc67a0e1/matchlogs/2024/misc/Matej-Kovar-Match-Logs,
217,Andrej Kramarić,https://fbref.com/en/players/603cb947/Andrej-Kramaric,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,33-022,1991,2.7,0,0,4,3,7,1,6,2,0,,2,0,0,https://fbref.com/en/players/603cb947/matchlogs/2024/misc/Andrej-Kramaric-Match-Logs,50.0
218,Ladislav Krejčí,https://fbref.com/en/players/5b5c2228/Ladislav-Krejci,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-082,1999,3.0,6,0,6,2,5,2,11,2,0,75.0,1,0,0,https://fbref.com/en/players/5b5c2228/matchlogs/2024/misc/Ladislav-Krejci-Match-Logs,
219,Toni Kroos,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-189,1990,5.2,1,0,7,6,35,7,4,34,0,1,1,,0,https://fbref.com/en/players/6ce1f46f/matchlogs/2024/misc/Toni-Kroos-Match-Logs,50.0
220,Jan Kuchta,https://fbref.com/en/players/4bce9c16/Jan-Kuchta,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-185,1997,1.1,0,0,1,1,4,7,12.5,0,0,0,1,0,0,https://fbref.com/en/players/4bce9c16/matchlogs/2024/misc/Jan-Kuchta-Match-Logs,
221,Juraj Kucka,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-136,1987,3.9,7,0,6,4,3,2,1,13,0,3,1,70.0,0,https://fbref.com/en/players/5aaef9ef/matchlogs/2024/misc/Juraj-Kucka-Match-Logs,
222,Jasmin Kurtić,https://fbref.com/en/players/144607cc/Jasmin-Kurtic,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,35-183,1989,0,0,0.0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/144607cc/matchlogs/2024/misc/Jasmin-Kurtic-Match-Logs,
223,Khvicha Kvaratskhelia,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-150,2001,3.8,0,0,2,10,15,3,13,6,0,0.0,0,0,0,https://fbref.com/en/players/dea88efd/matchlogs/2024/misc/Khvicha-Kvaratskhelia-Match-Logs,
224,Nika Kvekveskiri,https://fbref.com/en/players/a5f35865/Nika-Kvekveskiri,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-043,1992,0.1,0,0,1,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a5f35865/matchlogs/2024/misc/Nika-Kvekveskiri-Match-Logs,
225,Giorgi Kvilitaia,https://fbref.com/en/players/c758cdaf/Giorgi-Kvilitaia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-284,1993,1,0,0.0,1,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c758cdaf/matchlogs/2024/misc/Giorgi-Kvilitaia-Match-Logs,
226,Solomon Kvirkvelia,https://fbref.com/en/players/19e4dca5/Solomon-Kvirkvelia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-156,1992,2.0,5,0,1,1,1,3,5,1,0,83.3,1,0,0,https://fbref.com/en/players/19e4dca5/matchlogs/2024/misc/Solomon-Kvirkvelia-Match-Logs,
227,Qazim Laçi,https://fbref.com/en/players/eb0db257/Qazim-Laci,"MF,FW",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-174,1996,1.8,0,0,1,4,3,3,7,2,0,,2,0,0,https://fbref.com/en/players/eb0db257/matchlogs/2024/misc/Qazim-Laci-Match-Logs,50.0
228,Konrad Laimer,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,"MF,FW",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-045,1997,3.0,1,0,5,1,2,2,1,14,0,2,1,,0,https://fbref.com/en/players/c1b7847c/matchlogs/2024/misc/Konrad-Laimer-Match-Logs,33.3
229,Ádám Lang,https://fbref.com/en/players/8614496d/Adam-Lang,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-176,1993,0.5,0,0,1,1,1,,0,0,0,0,0,0,0,https://fbref.com/en/players/8614496d/matchlogs/2024/misc/Adam-Lang-Match-Logs,0.0
230,Aymeric Laporte,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-045,1994,4.8,0,0,2,4,2,5,3,12,0,4,6,60.0,0,https://fbref.com/en/players/119b9a8e/matchlogs/2024/misc/Aymeric-Laporte-Match-Logs,
231,Robin Le Normand,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-243,1996,4.0,9,0,9,3,2,2,1,10,0,6,2,60.0,0,https://fbref.com/en/players/9a64e67e/matchlogs/2024/misc/Robin-Le-Normand-Match-Logs,
232,Rafael Leão,https://fbref.com/en/players/20730eae/Rafael-Leao,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-031,1999,3.2,2,0,3,5,15,1,2,10,0,1,2,,0,https://fbref.com/en/players/20730eae/matchlogs/2024/misc/Rafael-Leao-Match-Logs,66.7
233,Robert Lewandowski,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,35-325,1988,1.3,1,0,5,3,2,6,4,20.0,0,0,1,0,0,https://fbref.com/en/players/8d78e732/matchlogs/2024/misc/Robert-Lewandowski-Match-Logs,
234,Philipp Lienhart,https://fbref.com/en/players/302527b2/Philipp-Lienhart,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-000,1996,2.4,5,0,4,2,2,2,7,4,0,55.6,1,0,0,https://fbref.com/en/players/302527b2/matchlogs/2024/misc/Philipp-Lienhart-Match-Logs,
235,Ondřej Lingr,https://fbref.com/en/players/66a7effe/Ondrej-Lingr,"MF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-278,1998,0.9,0,0,2,1,1,2,5,1,0,,2,0,0,https://fbref.com/en/players/66a7effe/matchlogs/2024/misc/Ondrej-Lingr-Match-Logs,66.7
