right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,left href 3
399,Tomáš Souček,https://fbref.com/en/players/6613c819/Tomas-Soucek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-135,1995,3.0,94,92,2,0,0,2,1,0,0,0,0,0,74,1,2,https://fbref.com/en/players/6613c819/matchlogs/2024/passing_types/Tomas-Soucek-Match-Logs
400,Andraž Šporar,https://fbref.com/en/players/878f0921/Andraz-Sporar,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-135,1994,3.8,69,63,6,0,0,5,3,0,0,0,0,0,46,0,0,https://fbref.com/en/players/878f0921/matchlogs/2024/passing_types/Andraz-Sporar-Match-Logs
401,Nicolae Stanciu,https://fbref.com/en/players/e07c2923/Nicolae-Stanciu,"MF,FW",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-065,1993,3.9,113,100,13,0,0,5,3,0,0,83,0,5,1,5,8,https://fbref.com/en/players/e07c2923/matchlogs/2024/passing_types/Nicolae-Stanciu-Match-Logs
402,Jindřich Staněk,https://fbref.com/en/players/eca17cf2/Jindrich-Stanek,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-075,1996,2.6,75,43,32,0,0,8,0,0,0,0,0,0,48,0,0,https://fbref.com/en/players/eca17cf2/matchlogs/2024/passing_types/Jindrich-Stanek-Match-Logs
403,Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-100,2000,2.0,133,119,14,0,0,2,4,0,0,0,0,0,109,3,14,https://fbref.com/en/players/7ed08d5c/matchlogs/2024/passing_types/Josip-Stanisic-Match-Logs
404,Renato Steffen,https://fbref.com/en/players/dd669209/Renato-Steffen,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-251,1991,2,,2,0,0.0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/dd669209/matchlogs/2024/passing_types/Renato-Steffen-Match-Logs
405,Taras Stepanenko,https://fbref.com/en/players/ee3519f5/Taras-Stepanenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-338,1989,0.9,74,73,1,0,0,1,1,0,0,0,0,0,63,0,0,https://fbref.com/en/players/ee3519f5/matchlogs/2024/passing_types/Taras-Stepanenko-Match-Logs
406,Leonidas Stergiou,https://fbref.com/en/players/08391d76/Leonidas-Stergiou,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-130,2002,0.5,11,8,3,0,0,3,1,0,0,0,0,0,6,0,0,https://fbref.com/en/players/08391d76/matchlogs/2024/passing_types/Leonidas-Stergiou-Match-Logs
407,Petar Stojanović,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-278,1995,3.5,107,99,7,0,0,2,1,0,0,0,5,1,78,5,1,https://fbref.com/en/players/13b44b02/matchlogs/2024/passing_types/Petar-Stojanovic-Match-Logs
408,John Stones,https://fbref.com/en/players/5eecec3d/John-Stones,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-044,1994,6.7,523,515,8,0,0,7,6,0,0,0,0,0,495,0,2,https://fbref.com/en/players/5eecec3d/matchlogs/2024/passing_types/John-Stones-Match-Logs
409,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,GK,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-114,1995,3.0,93,57,35,0,0,5,1,0,0,0,0,0,65,0,0,https://fbref.com/en/players/339fe0e8/matchlogs/2024/passing_types/Thomas-Strakosha-Match-Logs
410,Dávid Strelec,https://fbref.com/en/players/2cb9486d/David-Strelec,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,23-098,2001,2.0,42,38,4,0,0,2,1,0,0,0,0,0,27,0,0,https://fbref.com/en/players/2cb9486d/matchlogs/2024/passing_types/David-Strelec-Match-Logs
411,Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-105,2000,0.7,27,25,2,0,0,2,1,0,0,0,0,0,21,0,0,https://fbref.com/en/players/e96d5560/matchlogs/2024/passing_types/Callum-Styles-Match-Logs
412,Luka Sučić,https://fbref.com/en/players/1e1378e1/Luka-Sucic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-307,2002,1.6,84,81,3,0,0,3,1,0,0,0,0,1,77,2,2,https://fbref.com/en/players/1e1378e1/matchlogs/2024/passing_types/Luka-Sucic-Match-Logs
413,Heorhiy Sudakov,https://fbref.com/en/players/a793f5a8/Heorhiy-Sudakov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,2.9,120,115,5,0,0,1,1,0,3,0,1,2,100,1,5,https://fbref.com/en/players/a793f5a8/matchlogs/2024/passing_types/Heorhiy-Sudakov-Match-Logs
414,Pavel Šulc,https://fbref.com/en/players/e9b893af/Pavel-Sulc,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-195,2000,0.9,16,16,2,0,0,0,0,0,0,0,0,0,12,0,0,https://fbref.com/en/players/e9b893af/matchlogs/2024/passing_types/Pavel-Sulc-Match-Logs
415,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,22-034,2002,1.4,54,47,7,0,0,1,1,0,5,38,1,2,1,3,12,https://fbref.com/en/players/83fe71b8/matchlogs/2024/passing_types/Tomas-Suslov-Match-Logs
416,Josip Šutalo,https://fbref.com/en/players/33a6a650/Josip-Sutalo,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-134,2000,3.0,199,194,5,0,0,4,1,0,0,0,0,0,191,0,0,https://fbref.com/en/players/33a6a650/matchlogs/2024/passing_types/Josip-Sutalo-Match-Logs
417,Oleksandr Svatok,https://fbref.com/en/players/b70be510/Oleksandr-Svatok,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,29-288,1994,0.9,25,22,3,0,0,0,0,0,0,0,0,0,24,0,0,https://fbref.com/en/players/b70be510/matchlogs/2024/passing_types/Oleksandr-Svatok-Match-Logs
418,Karol Świderski,https://fbref.com/en/players/41723204/Karol-Swiderski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-170,1997,1.0,16,13,3,0,0,3,1,0,0,0,0,0,11,0,1,https://fbref.com/en/players/41723204/matchlogs/2024/passing_types/Karol-Swiderski-Match-Logs
419,Serhiy Sydorchuk,https://fbref.com/en/players/c71e97ba/Serhiy-Sydorchuk,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,33-070,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/c71e97ba/matchlogs/2024/passing_types/Serhiy-Sydorchuk-Match-Logs
420,Attila Szalai,https://fbref.com/en/players/50ff205b/Attila-Szalai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,26-173,1998,1.1,59,55,3,0,0,1,1,0,0,0,0,0,48,1,2,https://fbref.com/en/players/50ff205b/matchlogs/2024/passing_types/Attila-Szalai-Match-Logs
421,Wojciech Szczęsny,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,34-084,1990,2.0,66,49,17,0,0,4,0,0,0,0,0,0,42,0,0,https://fbref.com/en/players/01b8a2b2/matchlogs/2024/passing_types/Wojciech-Szczesny-Match-Logs
422,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,23-260,2000,3.0,149,107,39,0,0,13,5,3,3,110,5,15,6,10,16,https://fbref.com/en/players/934e1968/matchlogs/2024/passing_types/Dominik-Szoboszlai-Match-Logs
423,Sebastian Szymański,https://fbref.com/en/players/bb718263/Sebastian-Szymanski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-062,1999,1.2,37,34,3,0,0,3,2,0,0,0,0,0,30,1,2,https://fbref.com/en/players/bb718263/matchlogs/2024/passing_types/Sebastian-Szymanski-Match-Logs
424,Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,35-234,1988,1.7,87,77,9,0,0,1,1,0,0,65,1,2,5,8,14,https://fbref.com/en/players/2475dcc6/matchlogs/2024/passing_types/Dusan-Tadic-Match-Logs
425,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-151,1996,3.5,282,275,7,0,0,6,1,0,0,0,0,0,266,0,0,https://fbref.com/en/players/bd142efb/matchlogs/2024/passing_types/Jonathan-Tah-Match-Logs
426,Maksym Talovierov,https://fbref.com/en/players/6a54638e/Maksym-Talovierov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-013,2000,1,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/6a54638e/matchlogs/2024/passing_types/Maksym-Talovierov-Match-Logs
427,Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,24-166,2000,5.2,381,373,8,0,0,8,9,0,0,0,0,0,355,3,6,https://fbref.com/en/players/4f255115/matchlogs/2024/passing_types/Aurelien-Tchouameni-Match-Logs
428,Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-047,2000,2.8,197,168,29,0,0,5,2,0,0,0,0,2,169,24,2,https://fbref.com/en/players/df8d6029/matchlogs/2024/passing_types/Arthur-Theate-Match-Logs
429,Marcus Thuram,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-340,1997,2.9,53,50,3,0,0,1,1,0,0,0,0,0,45,0,0,https://fbref.com/en/players/6f8cd6d0/matchlogs/2024/passing_types/Marcus-Thuram-Match-Logs
430,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,27-065,1997,1.6,112,108,4,0,0,2,1,0,0,0,0,3,96,1,3,https://fbref.com/en/players/56f7a928/matchlogs/2024/passing_types/Youri-Tielemans-Match-Logs
431,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-036,1997,1.5,92,80,12,0,0,4,2,0,0,0,0,0,69,5,6,https://fbref.com/en/players/fce2302c/matchlogs/2024/passing_types/Kieran-Tierney-Match-Logs
432,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-117,1996,0.5,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0,https://fbref.com/en/players/e09f279b/matchlogs/2024/passing_types/Ivan-Toney-Match-Logs
433,Ferrán Torres,https://fbref.com/en/players/9e1035f8/Ferran-Torres,"FW,MF",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-133,2000,1.7,46,40,6,0,0,1,1,2,1,34,4,1,1,8,1,https://fbref.com/en/players/9e1035f8/matchlogs/2024/passing_types/Ferran-Torres-Match-Logs
434,Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,33-034,1991,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/9a104dee/matchlogs/2024/passing_types/Cenk-Tosun-Match-Logs
435,Gernot Trauner,https://fbref.com/en/players/9d21da85/Gernot-Trauner,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-108,1992,1.0,78,74,4,0,0,1,1,0,0,0,0,0,74,0,1,https://fbref.com/en/players/9d21da85/matchlogs/2024/passing_types/Gernot-Trauner-Match-Logs
436,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,33-296,1990,5.0,357,310,46,0,0,11,4,4,1,313,4,10,3,25,13,https://fbref.com/en/players/21512407/matchlogs/2024/passing_types/Kieran-Trippier-Match-Logs
437,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,29-220,1994,1.9,70,68,2,0,0,2,1,0,0,0,0,0,55,2,3,https://fbref.com/en/players/38ceb24a/matchlogs/2024/passing_types/Leandro-Trossard-Match-Logs
438,Anatolii Trubin,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-345,2001,2.0,70,52,17,0,0,3,1,0,0,0,0,0,55,0,0,https://fbref.com/en/players/41f0b196/matchlogs/2024/passing_types/Anatolii-Trubin-Match-Logs
439,Heorhii Tsitaishvili,https://fbref.com/en/players/69986380/Heorhii-Tsitaishvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-236,2000,2.1,68,59,9,0,0,1,11,0,0,47,0,3,1,1,7,https://fbref.com/en/players/69986380/matchlogs/2024/passing_types/Heorhii-Tsitaishvili-Match-Logs
440,Viktor Tsyhankov,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,26-239,1997,0.7,32,29,3,0,0,5,3,0,0,25,0,0,2,0,2,https://fbref.com/en/players/f7e87032/matchlogs/2024/passing_types/Viktor-Tsyhankov-Match-Logs
441,Ľubomír Tupta,https://fbref.com/en/players/b02af64f/Lubomir-Tupta,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-106,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,https://fbref.com/en/players/b02af64f/matchlogs/2024/passing_types/Lubomir-Tupta-Match-Logs
442,Oleksandr Tymchyk,https://fbref.com/en/players/3b996663/Oleksandr-Tymchyk,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-173,1997,2.2,83,59,23,0,0,1,8,0,0,0,0,3,66,1,22,https://fbref.com/en/players/3b996663/matchlogs/2024/passing_types/Oleksandr-Tymchyk-Match-Logs
443,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-358,1996,0.1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/dd549382/matchlogs/2024/passing_types/Deniz-Undav-Match-Logs
444,Dayot Upamecano,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-258,1998,6.3,371,357,14,0,0,13,8,0,0,0,0,2,339,1,1,https://fbref.com/en/players/d248cd8f/matchlogs/2024/passing_types/Dayot-Upamecano-Match-Logs
445,Kacper Urbanski,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,"FW,MF",pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,19-308,2004,1.6,49,49,1,0,0,1,0,0,0,0,0,0,41,0,0,https://fbref.com/en/players/2d9d9e42/matchlogs/2024/passing_types/Kacper-Urbanski-Match-Logs
446,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-003,1991,6.0,394,364,29,0,0,11,1,0,0,0,0,0,356,0,0,https://fbref.com/en/players/e06683ca/matchlogs/2024/passing_types/Virgil-van-Dijk-Match-Logs
447,Vladyslav Vanat,https://fbref.com/en/players/7287ea6b/Vladyslav-Vanat,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-189,2002,0.2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/7287ea6b/matchlogs/2024/passing_types/Vladyslav-Vanat-Match-Logs
448,Barnabás Varga,https://fbref.com/en/players/078a52fe/Barnabas-Varga,FW,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-168,1994,2.8,54,52,1,0,0,1,1,0,0,0,0,0,27,0,0,https://fbref.com/en/players/078a52fe/matchlogs/2024/passing_types/Barnabas-Varga-Match-Logs
449,Ruben Vargas,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,25-341,1998,3.4,118,104,14,0,0,4,15,0,0,88,0,5,4,7,2,https://fbref.com/en/players/6ecbddf6/matchlogs/2024/passing_types/Ruben-Vargas-Match-Logs
450,Denis Vavro,https://fbref.com/en/players/08990838/Denis-Vavro,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-092,1996,4.3,264,250,14,0,0,6,7,0,0,0,0,3,213,2,3,https://fbref.com/en/players/08990838/matchlogs/2024/passing_types/Denis-Vavro-Match-Logs
451,Joey Veerman,https://fbref.com/en/players/18fae4ac/Joey-Veerman,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-235,1998,2.3,167,153,14,0,0,4,13,0,0,131,4,5,2,8,2,https://fbref.com/en/players/18fae4ac/matchlogs/2024/passing_types/Joey-Veerman-Match-Logs
452,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-289,1995,3.0,226,225,1,0,0,2,2,0,0,0,0,0,206,0,1,https://fbref.com/en/players/a5ae8f8e/matchlogs/2024/passing_types/Milos-Veljkovic-Match-Logs
453,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-083,2001,0.8,43,35,8,0,0,1,1,0,0,0,0,0,33,1,7,https://fbref.com/en/players/8fe2a392/matchlogs/2024/passing_types/Micky-van-de-Ven-Match-Logs
454,Benjamin Verbič,https://fbref.com/en/players/2ebc1b44/Benjamin-Verbic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-227,1993,0.8,14,14,1,0,0,1,1,0,0,0,0,0,6,0,0,https://fbref.com/en/players/2ebc1b44/matchlogs/2024/passing_types/Benjamin-Verbic-Match-Logs
455,Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen,GK,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-328,2002,6.0,209,181,28,0,0,6,0,0,0,0,0,0,177,0,0,https://fbref.com/en/players/cf134113/matchlogs/2024/passing_types/Bart-Verbruggen-Match-Logs
456,Jan Vertonghen,https://fbref.com/en/players/ba23a904/Jan-Vertonghen,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,37-078,1987,3.0,209,207,2,0,0,1,0,0,0,0,0,0,196,0,0,https://fbref.com/en/players/ba23a904/matchlogs/2024/passing_types/Jan-Vertonghen-Match-Logs
457,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,31-343,1992,4.0,268,255,11,0,0,4,2,0,0,0,0,0,250,0,2,https://fbref.com/en/players/1900032e/matchlogs/2024/passing_types/Jannik-Vestergaard-Match-Logs
458,Žan Vipotnik,https://fbref.com/en/players/15aa23ee/Zan-Vipotnik,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,22-115,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/15aa23ee/matchlogs/2024/passing_types/Zan-Vipotnik-Match-Logs
459,Vitinha,https://fbref.com/en/players/3b029691/Vitinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-149,2000,4.0,323,306,16,0,7,3,2,1,4,294,11,2,3,15,1,https://fbref.com/en/players/3b029691/matchlogs/2024/passing_types/Vitinha-Match-Logs
460,Daniel Vivian,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-362,1999,1.4,109,107,2,0,0,2,3,0,0,0,0,0,101,0,1,https://fbref.com/en/players/ab7bf91d/matchlogs/2024/passing_types/Daniel-Vivian-Match-Logs
461,Dušan Vlahović,https://fbref.com/en/players/79443529/Dusan-Vlahovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,24-165,2000,2.0,27,26,1,0,0,1,1,0,0,0,0,0,15,0,1,https://fbref.com/en/players/79443529/matchlogs/2024/passing_types/Dusan-Vlahovic-Match-Logs
462,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,32-157,1992,6.0,416,406,10,0,0,9,1,0,0,0,2,1,381,1,2,https://fbref.com/en/players/d0d8dd44/matchlogs/2024/passing_types/Stefan-de-Vrij-Match-Logs
463,Kyle Walker,https://fbref.com/en/players/86dd77d1/Kyle-Walker,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,34-044,1990,6.7,512,452,59,0,0,11,6,0,0,0,9,1,454,48,3,https://fbref.com/en/players/86dd77d1/matchlogs/2024/passing_types/Kyle-Walker-Match-Logs
464,Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-194,1995,0.4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/aed3a70f/matchlogs/2024/passing_types/Ollie-Watkins-Match-Logs
465,Wout Weghorst,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,31-339,1992,1.5,31,30,1,0,0,1,2,0,0,0,0,0,22,0,0,https://fbref.com/en/players/c4e87b8b/matchlogs/2024/passing_types/Wout-Weghorst-Match-Logs
466,Andreas Weimann,https://fbref.com/en/players/5996ffd9/Andreas-Weimann,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-341,1991,1,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/5996ffd9/matchlogs/2024/passing_types/Andreas-Weimann-Match-Logs
467,Silvan Widmer,https://fbref.com/en/players/f68b64fc/Silvan-Widmer,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-128,1993,3.3,127,89,38,0,0,4,38,0,0,0,0,0,96,0,5,https://fbref.com/en/players/f68b64fc/matchlogs/2024/passing_types/Silvan-Widmer-Match-Logs
468,Georginio Wijnaldum,https://fbref.com/en/players/eb58eef0/Georginio-Wijnaldum,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-243,1990,0.8,16,16,3,0,0,0,0,0,0,0,0,0,10,0,0,https://fbref.com/en/players/eb58eef0/matchlogs/2024/passing_types/Georginio-Wijnaldum-Match-Logs
469,Nico Williams,https://fbref.com/en/players/afdc14d7/Nico-Williams,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-365,2002,4.5,168,150,18,0,0,3,1,0,0,139,2,1,9,15,23,https://fbref.com/en/players/afdc14d7/matchlogs/2024/passing_types/Nico-Williams-Match-Logs
470,Patrick Wimmer,https://fbref.com/en/players/cb11b429/Patrick-Wimmer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-042,2001,1.5,48,42,5,0,0,1,8,0,0,32,2,1,2,2,4,https://fbref.com/en/players/cb11b429/matchlogs/2024/passing_types/Patrick-Wimmer-Match-Logs
471,Jonas Wind,https://fbref.com/en/players/2077ae86/Jonas-Wind,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-155,1999,2.1,77,77,1,0,0,0,0,0,0,0,0,0,62,0,0,https://fbref.com/en/players/2077ae86/matchlogs/2024/passing_types/Jonas-Wind-Match-Logs
472,Florian Wirtz,https://fbref.com/en/players/e7fcf289/Florian-Wirtz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-069,2003,3.1,190,178,11,0,0,2,2,2,1,0,2,6,168,5,1,https://fbref.com/en/players/e7fcf289/matchlogs/2024/passing_types/Florian-Wirtz-Match-Logs
473,Maximilian Wöber,https://fbref.com/en/players/4b803b3c/Maximilian-Wober,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,26-158,1998,1.9,118,117,1,0,0,1,3,0,0,0,0,0,101,0,1,https://fbref.com/en/players/4b803b3c/matchlogs/2024/passing_types/Maximilian-Wober-Match-Logs
474,Granit Xhaka,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-288,1992,5.3,407,393,13,0,0,11,3,0,2,0,1,1,369,1,1,https://fbref.com/en/players/e61b8aee/matchlogs/2024/passing_types/Granit-Xhaka-Match-Logs
475,Lamine Yamal,https://fbref.com/en/players/82ec26c1/Lamine-Yamal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,16-364,2007,4.6,168,156,11,0,0,2,18,0,0,134,6,1,4,8,1,https://fbref.com/en/players/82ec26c1/matchlogs/2024/passing_types/Lamine-Yamal-Match-Logs
476,Roman Yaremchuk,https://fbref.com/en/players/cb641b9d/Roman-Yaremchuk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-227,1995,1.3,30,29,1,0,0,1,1,0,0,0,0,0,23,0,0,https://fbref.com/en/players/cb641b9d/matchlogs/2024/passing_types/Roman-Yaremchuk-Match-Logs
477,Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-262,1989,1.2,49,46,3,0,0,2,1,0,0,0,0,1,34,1,5,https://fbref.com/en/players/849c826a/matchlogs/2024/passing_types/Andriy-Yarmolenko-Match-Logs
