right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,left href 3
159,Péter Gulácsi,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,GK,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-066,1990,3.0,97,72,25,0,0,11,0,0,0,0,0,0,74,0,0,https://fbref.com/en/players/bcb2ccd8/matchlogs/2024/passing_types/Peter-Gulacsi-Match-Logs
160,Arda Güler,https://fbref.com/en/players/3741ca58/Arda-Guler,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-137,2005,3.8,197,171,26,0,0,2,1,1,4,162,17,1,11,26,1,https://fbref.com/en/players/3741ca58/matchlogs/2024/passing_types/Arda-Guler-Match-Logs
161,İlkay Gündoğan,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-261,1990,4.3,167,165,2,0,0,1,1,0,0,0,0,4,142,1,3,https://fbref.com/en/players/819b3158/matchlogs/2024/passing_types/Ilkay-Gundogan-Match-Logs
162,Angus Gunn,https://fbref.com/en/players/e082af5b/Angus-Gunn,GK,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-171,1996,3.0,117,79,38,0,0,16,0,0,0,0,0,0,72,0,0,https://fbref.com/en/players/e082af5b/matchlogs/2024/passing_types/Angus-Gunn-Match-Logs
163,Mert Günok,https://fbref.com/en/players/b583aef5/Mert-Gunok,GK,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,35-132,1989,4.0,129,81,47,0,0,17,1,0,0,0,0,0,83,0,1,https://fbref.com/en/players/b583aef5/matchlogs/2024/passing_types/Mert-Gunok-Match-Logs
164,Joško Gvardiol,https://fbref.com/en/players/5ad50391/Josko-Gvardiol,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,22-170,2002,3.0,158,140,18,0,0,2,1,0,0,0,0,1,144,16,1,https://fbref.com/en/players/5ad50391/matchlogs/2024/passing_types/Josko-Gvardiol-Match-Logs
165,Giorgi Gwelesiani,https://fbref.com/en/players/48803de8/Giorgi-Gwelesiani,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,33-067,1991,1.8,36,36,0,0,0,0,0,0,0,0,0,0,26,0,0,https://fbref.com/en/players/48803de8/matchlogs/2024/passing_types/Giorgi-Gwelesiani-Match-Logs
166,Norbert Gyömbér,https://fbref.com/en/players/0be276c6/Norbert-Gyomber,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,32-008,1992,0.4,36,36,1,0,0,0,0,0,0,0,0,0,35,0,0,https://fbref.com/en/players/0be276c6/matchlogs/2024/passing_types/Norbert-Gyomber-Match-Logs
167,Ianis Hagi,https://fbref.com/en/players/0127419a/Ianis-Hagi,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-263,1998,2.1,67,63,4,0,0,1,1,4,1,0,2,1,41,8,1,https://fbref.com/en/players/0127419a/matchlogs/2024/passing_types/Ianis-Hagi-Match-Logs
168,Dávid Hancko,https://fbref.com/en/players/4fac8f81/David-Hancko,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-211,1997,4.1,188,147,40,0,0,3,2,0,0,0,7,1,134,37,11,https://fbref.com/en/players/4fac8f81/matchlogs/2024/passing_types/David-Hancko-Match-Logs
169,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-234,1991,2.5,136,136,1,0,0,0,0,0,0,0,0,0,112,0,0,https://fbref.com/en/players/e9254eec/matchlogs/2024/passing_types/Grant-Hanley-Match-Logs
170,Lukáš Haraslín,https://fbref.com/en/players/5c397195/Lukas-Haraslin,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-046,1996,2.9,71,57,13,0,0,3,14,0,1,50,1,5,1,7,2,https://fbref.com/en/players/5c397195/matchlogs/2024/passing_types/Lukas-Haraslin-Match-Logs
171,Kai Havertz,https://fbref.com/en/players/fed7cb61/Kai-Havertz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,25-030,1999,4.3,116,110,6,0,0,1,1,0,0,0,0,0,95,0,4,https://fbref.com/en/players/fed7cb61/matchlogs/2024/passing_types/Kai-Havertz-Match-Logs
172,Jack Hendry,https://fbref.com/en/players/ffed43e3/Jack-Hendry,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-065,1995,2.9,131,112,18,0,0,8,1,0,0,0,1,1,105,10,1,https://fbref.com/en/players/ffed43e3/matchlogs/2024/passing_types/Jack-Hendry-Match-Logs
173,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-139,1997,0.1,5,4,1,0,0,1,0,0,0,0,0,0,4,0,0,https://fbref.com/en/players/0a89e877/matchlogs/2024/passing_types/Benjamin-Henrichs-Match-Logs
174,Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-279,1997,6.3,394,361,33,0,0,6,11,0,0,0,0,0,354,7,27,https://fbref.com/en/players/d4c9725f/matchlogs/2024/passing_types/Theo-Hernandez-Match-Logs
175,Morten Hjulmand,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-016,1999,2.7,217,212,4,0,0,4,2,0,0,0,0,2,192,1,2,https://fbref.com/en/players/d4456fb3/matchlogs/2024/passing_types/Morten-Hjulmand-Match-Logs
176,Adam Hložek,https://fbref.com/en/players/5521f419/Adam-Hlozek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,21-352,2002,1.2,16,15,1,0,0,0,0,0,0,0,0,0,15,0,0,https://fbref.com/en/players/5521f419/matchlogs/2024/passing_types/Adam-Hlozek-Match-Logs
177,Tomáš Holeš,https://fbref.com/en/players/e03c2d97/Tomas-Holes,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-102,1993,3.0,121,116,5,0,0,4,5,0,0,0,0,0,92,2,1,https://fbref.com/en/players/e03c2d97/matchlogs/2024/passing_types/Tomas-Holes-Match-Logs
178,Arbër Hoxha,https://fbref.com/en/players/e210a2c7/Arber-Hoxha,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-279,1998,0.6,21,19,1,0,0,1,1,0,0,0,0,0,15,1,1,https://fbref.com/en/players/e210a2c7/matchlogs/2024/passing_types/Arber-Hoxha-Match-Logs
179,Robin Hranáč,https://fbref.com/en/players/95d5aea2/Robin-Hranac,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-164,2000,3.0,86,81,5,0,0,4,1,0,0,0,0,0,74,0,0,https://fbref.com/en/players/95d5aea2/matchlogs/2024/passing_types/Robin-Hranac-Match-Logs
180,Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-142,1994,2.0,59,52,7,0,0,1,3,0,0,0,0,0,48,1,7,https://fbref.com/en/players/2f3452eb/matchlogs/2024/passing_types/Elseid-Hysaj-Match-Logs
181,Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-341,1995,3.9,302,294,7,0,0,6,4,0,0,0,3,1,268,1,6,https://fbref.com/en/players/8b04d6c1/matchlogs/2024/passing_types/Pierre-Hojbjerg-Match-Logs
182,Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-158,2003,3.2,55,46,8,0,0,1,1,0,0,0,0,0,43,0,1,https://fbref.com/en/players/491a433d/matchlogs/2024/passing_types/Rasmus-Hojlund-Match-Logs
183,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-116,2001,2.2,149,141,8,0,0,6,1,0,0,139,0,1,1,1,4,https://fbref.com/en/players/bb376bed/matchlogs/2024/passing_types/Ivan-Ilic-Match-Logs
184,Josip Iličić,https://fbref.com/en/players/68252d6d/Josip-Ilicic,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,36-164,1988,0.3,11,11,1,0,0,1,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/68252d6d/matchlogs/2024/passing_types/Josip-Ilicic-Match-Logs
185,Gonçalo Inácio,https://fbref.com/en/players/33651873/Goncalo-Inacio,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-321,2001,1.3,150,148,2,0,0,1,1,0,0,0,0,0,134,3,1,https://fbref.com/en/players/33651873/matchlogs/2024/passing_types/Goncalo-Inacio-Match-Logs
186,Luka Ivanušec,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,25-228,1998,0.2,11,11,1,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/29fbdc88/matchlogs/2024/passing_types/Luka-Ivanusec-Match-Logs
187,Erik Janža,https://fbref.com/en/players/961f9f1c/Erik-Janza,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-020,1993,3.0,114,89,24,0,0,5,1,3,1,77,1,18,1,12,1,https://fbref.com/en/players/961f9f1c/matchlogs/2024/passing_types/Erik-Janza-Match-Logs
188,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,32-204,1991,2.4,238,232,6,0,0,5,1,0,0,0,0,0,217,0,1,https://fbref.com/en/players/45db685d/matchlogs/2024/passing_types/Jorginho-Match-Logs
189,Joselu,https://fbref.com/en/players/6265208f/Joselu,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-106,1990,1.0,18,17,1,0,0,1,0,0,0,0,0,0,15,0,0,https://fbref.com/en/players/6265208f/matchlogs/2024/passing_types/Joselu-Match-Logs
190,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-220,1996,1.1,35,35,1,0,0,1,0,0,0,0,0,0,24,0,0,https://fbref.com/en/players/178ae8f8/matchlogs/2024/passing_types/Diogo-Jota-Match-Logs
191,Luka Jović,https://fbref.com/en/players/4d8cd038/Luka-Jovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-201,1997,1.1,19,19,1,0,0,1,1,0,0,0,0,0,14,0,0,https://fbref.com/en/players/4d8cd038/matchlogs/2024/passing_types/Luka-Jovic-Match-Logs
192,Josip Juranović,https://fbref.com/en/players/0a084b35/Josip-Juranovic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,28-330,1995,1.0,65,57,8,0,0,8,7,0,0,0,0,0,53,0,2,https://fbref.com/en/players/0a084b35/matchlogs/2024/passing_types/Josip-Juranovic-Match-Logs
193,David Jurásek,https://fbref.com/en/players/d7a03bf3/David-Jurasek,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-339,2000,1.8,75,64,11,0,0,1,15,0,0,0,4,1,45,1,9,https://fbref.com/en/players/d7a03bf3/matchlogs/2024/passing_types/David-Jurasek-Match-Logs
194,Matěj Jurásek,https://fbref.com/en/players/742ea558/Matej-Jurasek,"DF,MF",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,20-316,2003,0.5,26,25,1,0,0,2,9,0,0,0,0,0,13,1,1,https://fbref.com/en/players/742ea558/matchlogs/2024/passing_types/Matej-Jurasek-Match-Logs
195,Ferdi Kadioglu,https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-278,1999,5.0,277,244,32,0,0,2,1,0,5,0,1,30,239,4,1,https://fbref.com/en/players/66c52a77/matchlogs/2024/passing_types/Ferdi-Kadioglu-Match-Logs
196,İrfan Kahveci,https://fbref.com/en/players/d2800f47/Irfan-Kahveci,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,28-362,1995,0.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d2800f47/matchlogs/2024/passing_types/Irfan-Kahveci-Match-Logs
197,Otar Kakabadze,https://fbref.com/en/players/2ea12fc4/Otar-Kakabadze,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-014,1995,4.0,171,133,37,0,0,4,4,0,0,0,2,1,124,33,5,https://fbref.com/en/players/2ea12fc4/matchlogs/2024/passing_types/Otar-Kakabadze-Match-Logs
198,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-349,1993,6.0,94,86,7,0,0,1,5,0,0,0,5,1,66,2,4,https://fbref.com/en/players/21a66f6a/matchlogs/2024/passing_types/Harry-Kane-Match-Logs
199,N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-104,1991,5.7,325,323,1,0,0,1,1,0,0,0,6,1,289,3,1,https://fbref.com/en/players/b9fbae28/matchlogs/2024/passing_types/NGolo-Kante-Match-Logs
200,Žan Karničnik,https://fbref.com/en/players/b11b006c/Zan-Karnicnik,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-297,1994,4.3,190,157,30,0,0,1,1,0,0,0,6,3,143,29,5,https://fbref.com/en/players/b11b006c/matchlogs/2024/passing_types/Zan-Karnicnik-Match-Logs
201,Guram Kashia,https://fbref.com/en/players/a81f4896/Guram-Kashia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,37-007,1987,4.0,114,108,6,0,0,5,1,0,0,0,0,0,93,0,0,https://fbref.com/en/players/a81f4896/matchlogs/2024/passing_types/Guram-Kashia-Match-Logs
202,Milos Kerkez,https://fbref.com/en/players/0ad53bdc/Milos-Kerkez,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,20-247,2003,2.6,77,73,3,0,0,1,14,0,0,0,0,5,47,1,2,https://fbref.com/en/players/0ad53bdc/matchlogs/2024/passing_types/Milos-Kerkez-Match-Logs
203,Semih Kılıçsoy,https://fbref.com/en/players/3064f033/Semih-Kilicsoy,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,18-331,2005,1,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/3064f033/matchlogs/2024/passing_types/Semih-Kilicsoy-Match-Logs
204,Joshua Kimmich,https://fbref.com/en/players/49296448/Joshua-Kimmich,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,29-154,1995,5.3,409,369,38,0,0,4,2,0,0,0,4,2,363,34,24,https://fbref.com/en/players/49296448/matchlogs/2024/passing_types/Joshua-Kimmich-Match-Logs
205,Otar Kiteishvili,https://fbref.com/en/players/fc9b373e/Otar-Kiteishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,28-107,1996,1.4,53,50,3,0,0,3,0,0,0,0,0,0,45,0,0,https://fbref.com/en/players/fc9b373e/matchlogs/2024/passing_types/Otar-Kiteishvili-Match-Logs
206,Jakub Kiwior,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,3.0,153,124,29,0,0,5,2,0,0,0,0,0,127,7,24,https://fbref.com/en/players/dc3e663e/matchlogs/2024/passing_types/Jakub-Kiwior-Match-Logs
207,László Kleinheisler,https://fbref.com/en/players/af8e4246/Laszlo-Kleinheisler,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-094,1994,0.6,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,https://fbref.com/en/players/af8e4246/matchlogs/2024/passing_types/Laszlo-Kleinheisler-Match-Logs
208,Giorgi Kochorashvili,https://fbref.com/en/players/3da1b6ed/Giorgi-Kochorashvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,25-012,1999,4.0,176,171,5,0,0,5,1,0,0,0,0,0,159,1,1,https://fbref.com/en/players/3da1b6ed/matchlogs/2024/passing_types/Giorgi-Kochorashvili-Match-Logs
209,Orkun Kökçü,https://fbref.com/en/players/9bf914b4/Orkun-Kokcu,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,23-195,2000,2.5,123,119,3,0,0,3,1,0,0,0,2,1,94,3,2,https://fbref.com/en/players/9bf914b4/matchlogs/2024/passing_types/Orkun-Kokcu-Match-Logs
210,Randal Kolo Muani,https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-219,1998,2.2,38,36,2,0,0,1,2,0,0,0,0,0,27,0,0,https://fbref.com/en/players/c0b3669f/matchlogs/2024/passing_types/Randal-Kolo-Muani-Match-Logs
211,Yukhym Konoplia,https://fbref.com/en/players/aee634bf/Yukhym-Konoplia,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-320,1999,0.8,42,36,6,0,0,1,2,0,0,0,0,0,32,2,6,https://fbref.com/en/players/aee634bf/matchlogs/2024/passing_types/Yukhym-Konoplia-Match-Logs
212,Ezri Konsa,https://fbref.com/en/players/0313a347/Ezri-Konsa,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,26-262,1997,1.0,50,49,1,0,0,1,0,0,0,0,0,0,48,0,0,https://fbref.com/en/players/0313a347/matchlogs/2024/passing_types/Ezri-Konsa-Match-Logs
213,Filip Kostić,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,31-253,1992,0.5,15,11,4,0,0,3,4,0,0,0,0,0,8,0,0,https://fbref.com/en/players/b1cd37e6/matchlogs/2024/passing_types/Filip-Kostic-Match-Logs
214,Jules Koundé,https://fbref.com/en/players/4d1666ff/Jules-Kounde,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-242,1998,6.3,392,325,66,0,0,8,1,0,6,0,1,58,332,22,2,https://fbref.com/en/players/4d1666ff/matchlogs/2024/passing_types/Jules-Kounde-Match-Logs
215,Mateo Kovačić,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,30-066,1994,2.5,168,166,2,0,0,2,1,0,0,0,0,0,156,0,2,https://fbref.com/en/players/79c0821a/matchlogs/2024/passing_types/Mateo-Kovacic-Match-Logs
216,Matej Kovar,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-055,2000,0.4,18,16,2,0,0,0,0,0,0,0,0,0,9,0,0,https://fbref.com/en/players/bc67a0e1/matchlogs/2024/passing_types/Matej-Kovar-Match-Logs
217,Andrej Kramarić,https://fbref.com/en/players/603cb947/Andrej-Kramaric,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,33-022,1991,2.7,89,84,5,0,0,2,1,0,0,0,0,2,71,1,7,https://fbref.com/en/players/603cb947/matchlogs/2024/passing_types/Andrej-Kramaric-Match-Logs
218,Ladislav Krejčí,https://fbref.com/en/players/5b5c2228/Ladislav-Krejci,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-082,1999,3.0,143,128,15,0,0,6,2,0,0,0,0,0,122,6,2,https://fbref.com/en/players/5b5c2228/matchlogs/2024/passing_types/Ladislav-Krejci-Match-Logs
219,Toni Kroos,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-189,1990,5.2,551,480,69,0,2,36,2,2,3,498,15,33,10,35,7,https://fbref.com/en/players/6ce1f46f/matchlogs/2024/passing_types/Toni-Kroos-Match-Logs
220,Jan Kuchta,https://fbref.com/en/players/4bce9c16/Jan-Kuchta,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-185,1997,1.1,15,14,1,0,0,0,0,0,0,0,0,0,11,0,0,https://fbref.com/en/players/4bce9c16/matchlogs/2024/passing_types/Jan-Kuchta-Match-Logs
221,Juraj Kucka,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-136,1987,3.9,123,123,1,0,0,3,2,0,0,0,0,0,93,0,0,https://fbref.com/en/players/5aaef9ef/matchlogs/2024/passing_types/Juraj-Kucka-Match-Logs
222,Jasmin Kurtić,https://fbref.com/en/players/144607cc/Jasmin-Kurtic,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,35-183,1989,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/144607cc/matchlogs/2024/passing_types/Jasmin-Kurtic-Match-Logs
223,Khvicha Kvaratskhelia,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-150,2001,3.8,86,69,17,0,0,4,15,0,0,68,0,0,8,8,2,https://fbref.com/en/players/dea88efd/matchlogs/2024/passing_types/Khvicha-Kvaratskhelia-Match-Logs
224,Nika Kvekveskiri,https://fbref.com/en/players/a5f35865/Nika-Kvekveskiri,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-043,1992,0.1,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,https://fbref.com/en/players/a5f35865/matchlogs/2024/passing_types/Nika-Kvekveskiri-Match-Logs
225,Giorgi Kvilitaia,https://fbref.com/en/players/c758cdaf/Giorgi-Kvilitaia,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-284,1993,3,,3,0,0.0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/c758cdaf/matchlogs/2024/passing_types/Giorgi-Kvilitaia-Match-Logs
226,Solomon Kvirkvelia,https://fbref.com/en/players/19e4dca5/Solomon-Kvirkvelia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,32-156,1992,2.0,61,58,3,0,0,3,3,0,0,0,0,0,52,0,1,https://fbref.com/en/players/19e4dca5/matchlogs/2024/passing_types/Solomon-Kvirkvelia-Match-Logs
227,Qazim Laçi,https://fbref.com/en/players/eb0db257/Qazim-Laci,"MF,FW",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-174,1996,1.8,52,50,2,0,0,4,3,0,0,0,0,0,36,0,0,https://fbref.com/en/players/eb0db257/matchlogs/2024/passing_types/Qazim-Laci-Match-Logs
228,Konrad Laimer,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,"MF,FW",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-045,1997,3.0,126,119,6,0,0,2,2,0,0,0,0,6,107,1,1,https://fbref.com/en/players/c1b7847c/matchlogs/2024/passing_types/Konrad-Laimer-Match-Logs
229,Ádám Lang,https://fbref.com/en/players/8614496d/Adam-Lang,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-176,1993,0.5,19,13,6,0,0,6,2,0,0,0,0,0,13,0,0,https://fbref.com/en/players/8614496d/matchlogs/2024/passing_types/Adam-Lang-Match-Logs
230,Aymeric Laporte,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-045,1994,4.8,401,381,19,0,0,13,5,0,0,0,0,3,368,1,2,https://fbref.com/en/players/119b9a8e/matchlogs/2024/passing_types/Aymeric-Laporte-Match-Logs
231,Robin Le Normand,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-243,1996,4.0,260,260,1,0,0,0,0,0,0,0,0,0,240,0,0,https://fbref.com/en/players/9a64e67e/matchlogs/2024/passing_types/Robin-Le-Normand-Match-Logs
232,Rafael Leão,https://fbref.com/en/players/20730eae/Rafael-Leao,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-031,1999,3.2,112,111,1,0,0,15,1,0,0,0,0,0,85,0,6,https://fbref.com/en/players/20730eae/matchlogs/2024/passing_types/Rafael-Leao-Match-Logs
233,Robert Lewandowski,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,35-325,1988,1.3,23,23,1,0,0,0,0,0,0,0,0,0,19,0,0,https://fbref.com/en/players/8d78e732/matchlogs/2024/passing_types/Robert-Lewandowski-Match-Logs
234,Philipp Lienhart,https://fbref.com/en/players/302527b2/Philipp-Lienhart,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-000,1996,2.4,125,116,9,0,0,2,1,0,0,0,0,0,113,0,2,https://fbref.com/en/players/302527b2/matchlogs/2024/passing_types/Philipp-Lienhart-Match-Logs
235,Ondřej Lingr,https://fbref.com/en/players/66a7effe/Ondrej-Lingr,"MF,FW",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,25-278,1998,0.9,27,23,4,0,0,1,1,0,0,0,0,2,21,1,1,https://fbref.com/en/players/66a7effe/matchlogs/2024/passing_types/Ondrej-Lingr-Match-Logs
236,Dominik Livaković,https://fbref.com/en/players/58f077c0/Dominik-Livakovic,GK,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-184,1995,3.0,93,71,22,0,0,5,0,0,0,0,0,0,69,0,0,https://fbref.com/en/players/58f077c0/matchlogs/2024/passing_types/Dominik-Livakovic-Match-Logs
237,Stanislav Lobotka,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-229,1994,4.3,243,240,2,0,0,2,1,0,0,0,0,0,228,0,1,https://fbref.com/en/players/e1cbb531/matchlogs/2024/passing_types/Stanislav-Lobotka-Match-Logs
238,Saba Lobzhanidze,https://fbref.com/en/players/84d6ce13/Saba-Lobzhanidze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-206,1994,0.1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/84d6ce13/matchlogs/2024/passing_types/Saba-Lobzhanidze-Match-Logs
