Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off1
556,Kacper Urbanski,"FW,MF",Poland,19,2004,3,148,49,54.8,1.6,2,72,1,1,4,0,0.33,2,2,0,0.00,2.21,1.60,3.50,-1.90,-1.13,-1.19
557,Virgil van Dijk,DF,Netherlands,32,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.67,10,7,3,0.50,,8.00,6.40,1.60,0.26,
558,Vladyslav Vanat,FW,Ukraine,22,2002,1,21,21,7.8,0.2,0,,0,1,21,2,1.00,0,0,0,0.00,0.72,0.50,0.30,0.20,0.86,0.86
559,Barnabás Varga,FW,Hungary,30,1994,3,249,83,92.2,2.8,3,83,1,0,,0,1.00,1,5,-4,-1.45,-5.73,2.60,3.60,-1.00,-0.38,-3.94
560,Ruben Vargas,"MF,FW",Switzerland,25,1998,5,306,61,63.8,3.4,4,70,0,1,26,0,1.80,5,3,2,0.59,-0.45,3.90,2.90,1.00,0.30,-0.12
561,Denis Vavro,DF,Slovakia,27,1996,4,390,98,100.0,4.3,4,98,4,0,,0,1.00,4,5,-1,-0.23,,4.40,5.80,-1.40,-0.34,-0.34
562,Joey Veerman,MF,Netherlands,25,1998,6,209,35,38.7,2.3,2,48,0,4,29,0,1.67,4,3,1,0.43,-0.11,3.60,1.30,2.30,0.98,1.18
563,Igor Vekič,GK,Slovenia,25,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,
564,Miloš Veljković,DF,Serbia,28,1995,3,270,90,100.0,3.0,3,90,3,0,,0,0.67,1,2,-1,-0.33,,2.10,2.60,-0.50,-0.15,
565,Micky van de Ven,DF,Netherlands,22,2001,4,70,18,13.0,0.8,0,,0,4,18,2,2.25,4,1,3,3.86,3.86,1.40,1.20,0.20,0.31,0.06
566,Benjamin Verbič,MF,Slovenia,30,1993,3,74,25,19.0,0.8,0,,0,3,25,1,1.00,1,1,0,0.00,0.00,1.20,1.80,-0.60,-1.19,-0.59
567,Bart Verbruggen,GK,Netherlands,21,2002,6,540,90,100.0,6.0,6,90,6,0,,0,1.67,10,7,3,0.50,,8.00,6.40,1.60,0.26,
568,Arthur Vermeeren,MF,Belgium,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
569,Jan Vertonghen,DF,Belgium,36,1987,3,270,90,75.0,3.0,3,90,3,0,,1,1.33,2,1,1,0.33,1.33,2.80,2.80,0.00,0.01,-1.06
570,Jannik Vestergaard,DF,Denmark,31,1992,4,360,90,100.0,4.0,4,90,4,0,,0,0.75,2,4,-2,-0.50,,4.30,4.80,-0.50,-0.12,
571,Guglielmo Vicario,GK,Italy,27,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,
572,Domagoj Vida,"DF,MF",Croatia,34,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,
573,Žan Vipotnik,FW,Slovenia,21,2002,1,15,15,3.8,0.2,0,,0,1,15,3,1.00,0,1,-1,-6.00,-6.24,0.00,0.30,-0.30,-1.80,-1.19
574,Martin Vitík,DF,Czechia,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
575,Vitinha,MF,Portugal,23,2000,4,358,90,70.2,4.0,4,90,0,0,,1,2.00,4,1,3,0.75,1.35,5.20,2.50,2.70,0.67,-0.71
576,Daniel Vivian,DF,Spain,24,1999,2,123,62,18.6,1.4,1,90,1,1,33,5,3.00,1,0,1,0.73,-0.94,1.50,0.80,0.70,0.49,-0.42
577,Dušan Vlahović,"MF,FW",Serbia,24,2000,3,177,59,65.6,2.0,2,77,1,1,24,0,0.67,0,1,-1,-0.51,-0.51,1.30,1.40,0.00,-0.02,0.38
578,Nikola Vlašić,"FW,MF",Croatia,26,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
579,Tomáš Vlček,DF,Czechia,22,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
580,Aster Vranckx,MF,Belgium,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
581,Stefan de Vrij,DF,Netherlands,31,1992,6,540,90,100.0,6.0,6,90,6,0,,0,1.67,10,7,3,0.50,,8.00,6.40,1.60,0.26,
582,Kyle Walker,DF,England,33,1990,7,690,99,100.0,7.7,7,99,7,0,,0,1.71,8,6,2,0.26,,6.00,7.20,-1.20,-0.17,-0.17
583,Sebastian Walukiewicz,DF,Poland,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
584,Ollie Watkins,FW,England,28,1995,3,62,21,9.0,0.7,0,,0,3,21,4,1.33,2,1,1,1.45,1.31,0.70,1.20,-0.50,-0.75,-0.65
585,Wout Weghorst,FW,Netherlands,31,1992,6,138,23,25.6,1.5,0,,0,6,23,0,1.67,5,2,3,1.96,1.96,1.80,1.50,0.30,0.22,-0.06
586,Andreas Weimann,FW,Austria,32,1991,1,1,1,0.3,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,-0.25,0.00,0.00,0.00,-1.72,-1.89
587,Adam Wharton,MF,England,19,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,
588,Silvan Widmer,DF,Switzerland,30,1993,4,299,75,62.3,3.3,3,81,1,1,57,0,1.50,5,4,1,0.30,-1.19,4.20,3.80,0.40,0.13,-0.49
589,Georginio Wijnaldum,MF,Netherlands,33,1990,3,73,24,13.5,0.8,0,,0,3,24,3,1.33,2,1,1,1.23,0.85,0.50,1.20,-0.70,-0.85,-1.28
590,Nico Williams,FW,Spain,21,2002,6,492,82,74.5,5.5,6,82,2,0,,1,3.00,13,3,10,1.83,1.29,10.00,4.10,5.90,1.09,0.98
591,Patrick Wimmer,"FW,MF",Austria,22,2001,3,138,46,38.3,1.5,1,62,0,2,38,0,2.00,4,1,3,1.96,2.77,2.50,3.20,-0.70,-0.42,-0.96
592,Jonas Wind,FW,Denmark,24,1999,4,193,48,53.6,2.1,3,61,0,1,10,0,0.75,2,2,0,0.00,1.08,2.60,2.20,0.40,0.18,0.65
593,Florian Wirtz,"FW,MF",Germany,20,2003,5,279,56,58.1,3.1,3,65,0,2,43,0,2.00,5,3,2,0.65,-1.59,5.70,2.40,3.30,1.19,0.39
594,Axel Witsel,"DF,MF",Belgium,35,1989,0,,,,,0,,0,0,,2,,,,,,,,,,,
595,Maximilian Wöber,DF,Austria,25,1998,3,175,58,48.6,1.9,2,74,1,1,27,1,1.00,4,3,1,0.51,0.51,3.50,2.80,0.70,0.37,0.39
596,Granit Xhaka,MF,Switzerland,31,1992,5,480,96,100.0,5.3,5,96,5,0,,0,1.80,8,4,4,0.75,,6.70,4.90,1.80,0.37,0.37
597,Lamine Yamal,FW,Spain,16,2007,7,503,72,76.2,5.6,6,81,1,1,19,0,3.00,13,3,10,1.79,1.22,10.30,4.30,6.00,1.07,0.97
598,Roman Yaremchuk,FW,Ukraine,28,1995,3,121,40,44.8,1.3,1,69,0,2,26,0,1.33,1,0,1,0.74,2.56,1.20,0.80,0.40,0.27,0.36
599,Andriy Yarmolenko,"FW,MF",Ukraine,34,1989,3,104,35,38.5,1.2,1,66,0,2,19,0,1.33,1,1,0,0.00,1.08,1.90,0.80,1.10,0.97,1.47
600,Yusuf Yazıcı,"MF,FW",Türkiye,27,1997,2,57,29,12.7,0.6,0,,0,2,29,3,1.50,1,1,0,0.00,0.00,1.00,1.50,-0.50,-0.73,-0.46
601,Bertuğ Yıldırım,FW,Türkiye,21,2002,0,,,0.0,0.0,0,,0,0,,4,0.00,1,2,-1,,,,,,,
602,Kenan Yıldız,"FW,MF",Türkiye,18,2005,5,345,69,76.7,3.8,4,78,0,1,33,0,1.80,6,5,1,0.26,1.12,4.60,5.90,-1.40,-0.36,-0.15
603,Okay Yokuşlu,"MF,DF",Türkiye,29,1994,3,55,18,12.2,0.6,0,,0,3,18,2,2.00,1,1,0,0.00,0.00,1.40,2.10,-0.70,-1.15,-0.95
604,İsmail Yüksek,MF,Türkiye,25,1999,3,152,51,33.8,1.7,2,60,0,1,33,1,2.00,2,0,2,1.18,1.79,1.50,2.20,-0.70,-0.44,-0.18
605,Illia Zabarnyi,DF,Ukraine,21,2002,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,2,4,-2,-0.67,,3.00,2.80,0.20,0.07,
606,Mattia Zaccagni,"MF,FW",Italy,28,1995,3,82,27,22.8,0.9,0,,0,3,27,1,0.33,1,1,0,0.00,0.65,0.90,0.70,0.20,0.21,0.72
607,Warren Zaïre-Emery,MF,France,17,2006,0,,,,,0,,0,0,,6,,,,,,,,,,,
608,Denis Zakaria,MF,Switzerland,27,1996,1,23,23,4.8,0.3,0,,0,1,23,2,1.00,0,0,0,0.00,-0.79,0.30,0.10,0.20,,
609,Nicola Zalewski,DF,Poland,22,2002,3,247,82,91.5,2.7,3,82,2,0,,0,0.33,2,6,-4,-1.46,-5.37,3.20,5.60,-2.40,-0.88,-3.33
610,Adrian Zeljković,MF,Slovenia,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
611,Cedric Zesiger,DF,Switzerland,25,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,
612,Piotr Zieliński,MF,Poland,29,1994,3,253,84,93.7,2.8,3,84,1,0,,0,0.33,3,5,-2,-0.71,4.58,2.90,5.70,-2.80,-0.99,-6.30
613,David Zima,DF,Czechia,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
614,Oleksandr Zinchenko,DF,Ukraine,27,1996,3,213,71,78.9,2.4,2,90,2,1,33,0,1.33,2,4,-2,-0.85,-0.85,2.70,2.30,0.40,0.19,0.54
615,Joshua Zirkzee,"FW,DF",Netherlands,22,2001,2,5,3,0.9,0.1,0,,0,2,3,4,1.50,0,0,0,0.00,-0.50,0.10,0.30,-0.30,-5.17,-5.48
616,Andrija Živković,DF,Serbia,27,1996,3,244,81,90.4,2.7,3,81,1,0,,0,0.67,0,2,-2,-0.74,-4.20,1.70,2.40,-0.70,-0.25,-1.05
617,Budu Zivzivadze,"FW,MF",Georgia,29,1994,2,18,9,5.0,0.2,0,,0,2,9,2,0.00,0,2,-2,-10.00,-9.74,0.20,1.90,-1.60,-8.20,-6.81
618,Steven Zuber,MF,Switzerland,32,1991,2,77,39,16.0,0.9,0,,0,2,39,1,2.00,1,1,0,0.00,-0.89,1.30,0.90,0.40,0.70,0.40
619,Martín Zubimendi,MF,Spain,24,1999,4,141,35,21.4,1.6,1,90,1,3,17,3,3.00,3,1,2,1.28,-0.28,3.20,0.90,2.30,1.47,0.81
620,Oleksandr Zubkov,FW,Ukraine,27,1996,1,24,24,8.9,0.3,0,,0,1,24,2,3.00,1,0,1,3.75,4.85,0.40,0.20,0.10,0.54,0.51
621,Nino Žugelj,FW,Slovenia,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
